date,rv,r_idx_monthly,n_days
2004-08-31,0.03781027661536372,0.0064801283723845415,22
2004-09-30,0.026672094242863206,0.014366264217404945,21
2004-10-29,0.035271483016676916,0.018949382801312087,21
2004-11-30,0.02959873113656764,0.043564034802374696,21
2004-12-31,0.02713857868673875,0.03635630287405722,22
2005-01-31,0.028575995866966616,-0.020676184020974042,20
2005-02-28,0.029140948239340353,0.02455411154313758,19
2005-03-31,0.028856129518825047,-0.014538478738355787,22
2005-04-29,0.04225270057730261,-0.015127184039694708,21
2005-05-31,0.029669328746723296,0.034442542069503146,21
2005-06-30,0.02337698981369726,0.004011723069399009,22
2005-07-29,0.025837283743544718,0.040502480071220814,20
2005-08-31,0.026542442177877715,-0.006245493010025194,23
2005-09-30,0.02572771408244082,0.010974378386490624,21
2005-10-31,0.04221650590897955,-0.011490849364197087,21
2005-11-30,0.023608272551152002,0.041566686347479065,21
2005-12-30,0.02085085905394068,0.0024067992657170745,21
2006-01-31,0.03149840952077875,0.030500963323146335,20
2006-02-28,0.02573455715538771,0.005245278326251102,19
2006-03-31,0.023593110887719072,0.015631162910694663,23
2006-04-28,0.024582467073298184,0.015972403146669034,19
2006-05-31,0.03654369760025287,-0.024611867824929412,22
2006-06-30,0.045775356845350786,0.004498922168338471,22
2006-07-31,0.03821991508372263,0.009976998531921133,20
2006-08-31,0.02197920826501179,0.027678475834841842,23
2006-09-29,0.022920516365441405,0.02946438221902703,20
2006-10-31,0.02168686187685329,0.03590295080413752,22
2006-11-30,0.02465542331947892,0.02111335756517896,21
2006-12-29,0.01929693996128231,0.01599782029579999,20
2007-01-31,0.021326369107028252,0.018188389280182404,20
2007-02-28,0.038172803095017915,-0.017075564172819635,19
2007-03-30,0.03956211545915859,0.013437928571647273,22
2007-04-30,0.024701108244542608,0.047123119969518124,20
2007-05-31,0.026584312027949954,0.03675107085000007,22
2007-06-29,0.03834778309736353,-0.014121232669773498,21
2007-07-31,0.04902159082439253,-0.02720437477519133,21
2007-08-31,0.07160299151497065,0.020465406139894338,23
2007-09-28,0.04325957162289488,0.04002205883904475,19
2007-10-31,0.04113947173622494,0.022425613784506915,23
2007-11-30,0.07451594985033394,-0.03392887417851442,21
2007-12-31,0.04846375213150807,-0.0021041442131779498,20
2008-01-31,0.06828435196440143,-0.0513443645961289,21
2008-02-29,0.05683800175978453,-0.024790543424913825,20
2008-03-31,0.08003611783541113,0.006260755465507417,20
2008-04-30,0.05407889576474091,0.05670630605397564,22
2008-05-30,0.040463960359624046,0.01830500343886121,21
2008-06-30,0.05774160098190695,-0.07715196620353337,21
2008-07-31,0.06745762637398559,0.010485489029887995,22
2008-08-29,0.05851170481267747,0.023371830050263442,21
2008-09-30,0.1518920298636987,-0.060023956647982324,21
2008-10-31,0.23973423774036257,-0.13149680064767133,23
2008-11-28,0.18907482797235464,-0.04898199105951295,19
2008-12-31,0.1399325788259132,0.02939868308051774,22
2009-01-30,0.10700387331527052,-0.0636386302115769,20
2009-02-27,0.09751875051193351,-0.08983561150987274,19
2009-03-31,0.14241500999049173,0.11265714430582907,22
2009-04-30,0.08673485530257215,0.1133762076914262,21
2009-05-29,0.07926636271166446,0.06885438916745179,20
2009-06-30,0.05810323424374592,0.009332972919453564,22
2009-07-31,0.06126200880324517,0.08178647387682703,22
2009-08-31,0.04600579843048905,0.03942874339106095,21
2009-09-30,0.0432877664979837,0.04116899481438252,21
2009-10-30,0.061494894520275706,-0.012137715300317153,22
2009-11-30,0.044951376494230505,0.06377371753273708,20
2009-12-31,0.030690720478275785,0.021771492358730438,22
2010-01-29,0.04378544360961133,-0.03197256781405777,19
2010-02-26,0.048514533835605486,0.03321653492503929,19
2010-03-31,0.025674859084116174,0.06373263749598013,23
2010-04-30,0.042110051781545414,0.019743018219541497,21
2010-05-28,0.08930774367838283,-0.07637739768243257,20
2010-06-30,0.07437416810318748,-0.04940846548341837,22
2010-07-30,0.057932650455840506,0.07419847315115424,21
2010-08-31,0.05128507774566671,-0.0426748309367011,22
2010-09-30,0.04862523204098776,0.09324488454372792,21
2010-10-29,0.032834972239948336,0.042024130747075894,21
2010-11-30,0.04139285886926785,0.0029898314561642714,21
2010-12-31,0.02922242402087392,0.06965801397638693,22
2011-01-31,0.02926822875022918,0.026934340825391256,20
2011-02-28,0.03265320386381384,0.036134786338943625,19
2011-03-31,0.048213823536667255,0.003873824214987387,23
2011-04-29,0.02557709631582662,0.03244266071965529,20
2011-05-31,0.030183891607175915,-0.008967096298195254,21
2011-06-30,0.04793685917937079,-0.013806591718437011,22
2011-07-29,0.04272262381540799,-0.016771063016506993,20
2011-08-31,0.1379438188333104,-0.04737119703650272,23
2011-09-30,0.08269581295302894,-0.06532563425776139,21
2011-10-31,0.0866462286855778,0.11639647621229332,21
2011-11-30,0.08769695846090972,0.0012571930497509154,21
2011-12-30,0.05263575331228055,0.012531411658034619,21
2012-01-31,0.026015258057044903,0.04928245024765898,20
2012-02-29,0.02568262084286932,0.04646199048349531,20
2012-03-30,0.034161573529310756,0.035461857635897154,22
2012-04-30,0.04057709663054923,-0.0026081369626482775,20
2012-05-31,0.038136767035011995,-0.056548933368850585,22
2012-06-29,0.05873002847686861,0.04459958503530759,21
2012-07-31,0.039770415277625454,0.018134748805973322,21
2012-08-31,0.027145536668693473,0.02542593317248598,23
2012-09-28,0.03237824888509225,0.027432990892569897,19
2012-10-31,0.030188350050660798,-0.014721759270152512,21
2012-11-30,0.04292679941600031,0.008405797195780718,21
2012-12-31,0.03187998709818385,0.010552171910757968,20
2013-01-31,0.03038027876970803,0.05585832492719334,21
2013-02-28,0.0352771528742123,0.015671534835953516,19
2013-03-28,0.02234906485858053,0.03980123137891267,20
2013-04-30,0.040865851899885064,0.02338849782085428,22
2013-05-31,0.032109640286802535,0.02637239301751837,22
2013-06-28,0.0472435355179548,-0.011605492786777583,20
2013-07-31,0.022875841611943476,0.054049949966385125,22
2013-08-30,0.03064848833697646,-0.026987994158805817,22
2013-09-30,0.025261212463464505,0.033855928449633144,20
2013-10-31,0.03818424858106052,0.04958922958870904,23
2013-11-29,0.025754993169248896,0.03315568027034099,20
2013-12-31,0.02739628791862807,0.02682730992257798,21
2014-01-31,0.03607026494053974,-0.031379903974481316,21
2014-02-28,0.035916490778049065,0.0481706602679004,19
2014-03-31,0.02946652093382873,0.01033990399327367,21
2014-04-30,0.03720437880732016,0.010148014551972784,21
2014-05-30,0.02399763036268733,0.025295477732949267,21
2014-06-30,0.01692275739205751,0.022775450644565876,21
2014-07-31,0.03060778396220181,-0.011493596699120756,22
2014-08-29,0.023536768480815963,0.04159372354319402,21
2014-09-30,0.026919140483645077,-0.012218442154772524,21
2014-10-31,0.05416948873054517,0.027714315122206568,23
2014-11-28,0.012813173075788914,0.03048520403645183,19
2014-12-31,0.04479473177043925,0.00029627088619244013,22
2015-01-30,0.046917587847462514,-0.02582351417814366,20
2015-02-27,0.0289000213070266,0.06037534268474798,19
2015-03-31,0.041402344997294935,-0.012948783382480178,22
2015-04-30,0.024160552751749224,0.012586211045609197,21
2015-05-29,0.029705672405241197,0.014536929560196699,20
2015-06-30,0.03235461271430828,-0.017706095756782836,22
2015-07-31,0.03393763860936801,0.025487031671795224,22
2015-08-31,0.0762074757533669,-0.05669094792898888,21
2015-09-30,0.06363028603595268,-0.02195314393194281,21
2015-10-30,0.0409986087301307,0.08909596630462535,22
2015-11-30,0.03340933731309713,0.006750830566165655,20
2015-12-31,0.05301983867576145,-0.01234141549361345,22
2016-01-29,0.06531645829228082,-0.04317717873081439,19
2016-02-29,0.050755204624125416,0.004446351493187173,20
2016-03-31,0.035928316995346855,0.07081333319018746,22
2016-04-29,0.02871900398647361,0.00816471917739503,21
2016-05-31,0.03143131612184422,0.021406375135604394,21
2016-06-30,0.05303281376921779,0.005986931211274804,22
2016-07-29,0.021966925891648025,0.039383955846759466,20
2016-08-31,0.016820257489835296,0.003786016937015413,23
2016-09-30,0.04094851379403136,0.002276935173067818,21
2016-10-31,0.01900069658375418,-0.014624866933679814,21
2016-11-30,0.03136164047536227,0.041859185293289025,21
2016-12-30,0.02315183998101533,0.021427965716281472,21
2017-01-31,0.0185220947007469,0.02228577674298049,20
2017-02-28,0.015690942143210075,0.04181395970377655,19
2017-03-31,0.023833703780906733,0.0035879878158056044,23
2017-04-28,0.019761752094741774,0.012363392657306571,19
2017-05-31,0.02217046552115501,0.017068292818728903,22
2017-06-30,0.021369234874801767,0.008617333840476249,22
2017-07-31,0.016128270004366892,0.023342049637768536,20
2017-08-31,0.027339643086715385,0.0043010321849443756,23
2017-09-29,0.016034433625868177,0.022721024809490453,20
2017-10-31,0.01568020955228002,0.027857346929039517,22
2017-11-30,0.019569813354000477,0.0349580030398331,21
2017-12-29,0.015613514615996209,0.013452212126810359,20
2018-01-31,0.02825733821468145,0.06191308147510877,21
2018-02-28,0.07298600744298826,-0.033969080961152365,19
2018-03-29,0.056871028332122396,-0.0223653320361461,21
2018-04-30,0.048879175413462136,0.007835848392889977,21
2018-05-31,0.030532908988308797,0.02701243470129011,22
2018-06-29,0.024975144856120648,0.009974152451017515,21
2018-07-31,0.025924999086793535,0.041838681610462336,21
2018-08-31,0.022166917789299412,0.03564458734888398,23
2018-09-28,0.015338753817319348,0.007819302968257391,19
2018-10-31,0.06748809240109202,-0.06191169332180324,23
2018-11-30,0.05357763474799278,0.025578741372487057,21
2018-12-31,0.082370654044549,-0.0867514473266745,19
2019-01-31,0.05511651213979886,0.08691230811651995,21
2019-02-28,0.023189845025297827,0.034923250523382965,19
2019-03-29,0.03344207545622648,0.022486788953857584,21
2019-04-30,0.019803365990157445,0.044627567764058185,21
2019-05-31,0.04263899127686563,-0.06035264893189096,22
2019-06-28,0.03328615115864549,0.07450350380503923,20
2019-07-31,0.02464794403023758,0.018059025171744514,22
2019-08-30,0.06563548686716064,-0.012741158568170041,22
2019-09-30,0.0248665908084972,0.021842482870215507,20
2019-10-31,0.03909775851365943,0.025535711617756585,23
2019-11-29,0.018062085213727694,0.03891619707455085,20
2019-12-31,0.022568356761779654,0.03152420394502786,21
2020-01-31,0.03305179278841047,0.003409999074403647,21
2020-02-28,0.0684289167175236,-0.07801968427938244,19
2020-03-31,0.268245406176273,-0.09535326406152211,22
2020-04-30,0.1196315222022524,0.14243553571269496,21
2020-05-29,0.06439054968309794,0.05587958287839023,20
2020-06-30,0.08395146103231159,0.02792393989739206,22
2020-07-31,0.040694169029902395,0.06522689935658366,22
2020-08-31,0.028296201551359916,0.0782887884215473,21
2020-09-30,0.06989463357923607,-0.03291092989682809,21
2020-10-30,0.0605320341938965,-0.02086727101802166,22
2020-11-30,0.05192684186745268,0.12043041639588514,20
2020-12-31,0.026266041482700914,0.04238105708775741,22
2021-01-29,0.0458627147635907,-0.003418543494198567,19
2021-02-26,0.039040427967959146,0.03139606058643185,19
2021-03-31,0.05030239129369294,0.051411053163129994,23
2021-04-30,0.03302050084621666,0.057928378250212686,21
2021-05-28,0.038848529642451536,0.00938352841874801,20
2021-06-30,0.024787917231675546,0.02735053533051479,22
2021-07-30,0.03348227940160611,0.02739708993903034,21
2021-08-31,0.024725099273635864,0.03423919932262964,22
2021-09-30,0.03708101765153957,-0.043398649600845496,21
2021-10-29,0.03433687648421869,0.07551322485845402,21
2021-11-30,0.036163382475677006,-0.0004598117551546377,21
2021-12-31,0.050620247320275945,0.049165169103582596,22
2022-01-31,0.0530346089895434,-0.04487086284479658,20
2022-02-28,0.06023381172621498,-0.021371261196094005,19
2022-03-31,0.06922435794290742,0.04598167274734655,23
2022-04-29,0.07028084705030817,-0.0811171442851426,20
2022-05-31,0.08814392896249162,0.009010275352668629,21
2022-06-30,0.08473123392139029,-0.07617456053370175,21
2022-07-29,0.05783141230187232,0.10090454041437957,20
2022-08-31,0.05769256604997738,-0.03638594783520366,23
2022-09-30,0.06993815681433421,-0.08740461366706709,21
2022-10-31,0.0807798662026619,0.08869792389488884,21
2022-11-30,0.0803183073148274,0.06187550003862863,21
2022-12-30,0.05162812114425698,-0.055143831895443474,21
2023-01-31,0.04825274195187549,0.06920011916420088,20
2023-02-28,0.041732890750417806,-0.018526570839481615,19
2023-03-31,0.05393491129370407,0.04289370418994398,23
2023-04-28,0.032296595455879325,0.01967541693308239,19
2023-05-31,0.037358203034060365,0.011595669807971332,22
2023-06-30,0.03399832914371754,0.07092114503174862,21
2023-07-31,0.02344909074588374,0.036607404799791965,20
2023-08-31,0.036385128374154,-0.010873350922465663,23
2023-09-29,0.03199010999888357,-0.044687308186837416,20
2023-10-31,0.04076470107065076,-0.015311866257218476,22
2023-11-30,0.03741399673761583,0.09490953550284842,21
2023-12-29,0.028687294001697602,0.04880530335170752,20
2024-01-31,0.031290454131425754,0.020360291059852154,21
2024-02-29,0.036611855606482606,0.05966759317992576,20
2024-03-28,0.02841757884465272,0.036804640553708357,20
2024-04-30,0.03899560171526913,-0.03381392778256187,22
2024-05-31,0.029001568855993032,0.05546199571356869,22
2024-06-28,0.019676978791611927,0.042358874364390786,19
2024-07-31,0.04176660940767868,0.021390813592362168,22
2024-08-30,0.05647119023333158,0.030842609601149373,22
2024-09-30,0.03817254735382235,0.02787360691119556,20
2024-10-31,0.03207120308172281,-0.0025930211299561856,23
2024-11-29,0.03733478193420254,0.06752693438599011,20
2024-12-31,0.04087428177300768,-0.017532746932796606,21
2025-01-31,0.038444651699575394,0.03964518959695673,20
2025-02-28,0.03549862829741026,-0.007402431364711193,19
2025-03-31,0.059128068472021636,-0.05064318898354747,21
2025-04-30,0.13996183731402653,0.005751912008732596,21
2025-05-30,0.0498940727083288,0.07021443250461767,21
2025-06-30,0.02970546183937127,0.05580153914709163,20
2025-07-31,0.019653553013352646,0.029192419179722373,22
2025-08-29,0.03407303553802288,0.025118113162437616,21
2025-09-30,0.022976027862748456,0.04633279643617172,21
2025-10-31,0.040436926503641356,0.03204683986103363,23
2025-11-28,0.04134669004726611,0.008891331098444644,19
2025-12-31,0.025353708901680313,0.00558934439927028,22
2026-01-30,0.029151731787499257,0.022970413978925963,20
2026-02-27,0.03569068174751618,0.0024124692604619025,19
2026-03-31,0.053131873748351995,-0.042976512202606454,22
2026-04-30,0.04161007994500347,0.11670651822131672,21
2026-05-29,0.03139088167231564,0.06406550634909958,20
2026-06-30,0.048576181344170716,0.00654318075787641,21
2026-07-30,0.035094362638769465,0.00723509035712766,21
