date,iv_30d_atm,iv_3m_atm
2009-04-15,33.984,35.7829
2009-04-16,31.6299,34.0139
2009-04-17,30.4378,32.913
2009-04-20,35.4669,35.6902
2009-04-21,33.5678,34.1267
2009-04-22,33.3046,33.8266
2009-04-23,34.0741,34.5458
2009-04-24,32.9513,33.8316
2009-04-27,34.8467,35.03
2009-04-28,34.0825,34.4513
2009-04-29,32.6225,33.0957
2009-04-30,32.64,33.1963
2009-05-01,32.2216,33.0711
2009-05-04,31.056,31.6151
2009-05-05,30.5949,31.4826
2009-05-06,29.8875,30.4795
2009-05-07,31.2757,31.4184
2009-05-08,28.9289,29.4886
2009-05-11,29.7742,30.1653
2009-05-12,28.8515,29.6143
2009-05-13,30.4236,30.884
2009-05-14,28.3378,29.3182
2009-05-15,29.3938,29.9687
2009-05-18,26.9622,28.2254
2009-05-19,25.1785,27.0473
2009-05-20,25.6689,27.2893
2009-05-21,28.4021,29.3002
2009-05-22,27.4827,28.9669
2009-05-26,26.5358,27.8694
2009-05-27,27.5819,28.5486
2009-05-28,27.3036,28.4464
2009-05-29,26.0189,27.6757
2009-06-01,25.3184,26.5147
2009-06-02,25.462,26.6397
2009-06-03,27.3898,28.5806
2009-06-04,26.1776,27.7177
2009-06-05,25.7145,27.6284
2009-06-08,25.5355,27.5397
2009-06-09,24.4458,26.691
2009-06-10,25.6517,27.2165
2009-06-11,24.543,25.7949
2009-06-12,24.1099,25.632
2009-06-15,26.9,27.4242
2009-06-16,27.382,27.9014
2009-06-17,26.7515,27.9853
2009-06-18,25.0777,27.0592
2009-06-19,23.5999,26.2714
2009-06-22,27.1149,28.248
2009-06-23,26.956,27.9298
2009-06-24,25.8773,27.2444
2009-06-25,23.647,25.6257
2009-06-26,22.7739,25.1706
2009-06-29,22.0342,24.1961
2009-06-30,22.9751,24.9972
2009-07-01,22.7794,24.8674
2009-07-02,24.6077,26.5522
2009-07-06,26.1411,27.1483
2009-07-07,26.7448,27.7331
2009-07-08,28.7619,28.8723
2009-07-09,26.8701,27.8436
2009-07-10,26.4742,28.0121
2009-07-13,24.9389,26.5769
2009-07-14,24.2889,26.1541
2009-07-15,23.6201,25.4312
2009-07-16,22.6262,24.7714
2009-07-17,22.1364,24.8879
2009-07-20,21.8913,24.3517
2009-07-21,21.681,24.4985
2009-07-22,21.1809,23.9912
2009-07-23,21.0949,23.341
2009-07-24,20.6896,23.4176
2009-07-27,21.7604,23.8741
2009-07-28,22.171,24.643
2009-07-29,22.7046,25.314
2009-07-30,21.9498,24.352
2009-07-31,22.2909,24.4792
2009-08-03,22.716,24.4572
2009-08-04,22.3602,24.0802
2009-08-05,21.7647,23.7623
2009-08-06,22.6983,24.5644
2009-08-07,21.7979,23.4915
2009-08-10,22.157,23.9814
2009-08-11,22.4881,24.5558
2009-08-12,22.164,24.0715
2009-08-13,21.9569,24.1059
2009-08-14,22.1063,24.2929
2009-08-17,24.3911,26.047
2009-08-18,22.9371,25.1767
2009-08-19,22.6634,24.9712
2009-08-20,20.8343,24.0918
2009-08-21,21.018,23.7673
2009-08-24,21.4548,24.1924
2009-08-25,21.4514,24.2622
2009-08-26,21.5337,24.4227
2009-08-27,21.2252,24.4378
2009-08-28,21.3755,24.5173
2009-08-31,22.4542,25.1843
2009-09-01,25.1008,26.8487
2009-09-02,24.9393,27.1184
2009-09-03,23.2164,25.6983
2009-09-04,21.4076,24.6295
2009-09-08,21.668,24.3167
2009-09-09,21.0787,23.4538
2009-09-10,20.355,22.7014
2009-09-11,20.9437,23.0388
2009-09-14,20.5829,22.7944
2009-09-15,20.2906,22.5235
2009-09-16,20.5573,22.2725
2009-09-17,20.512,22.434
2009-09-18,20.7314,22.7801
2009-09-21,20.9324,22.9572
2009-09-22,20.0662,22.4734
2009-09-23,20.6075,22.8002
2009-09-24,21.7515,23.6263
2009-09-25,21.7683,23.4877
2009-09-28,21.4626,22.8314
2009-09-29,21.446,22.7014
2009-09-30,22.418,23.1417
2009-10-01,24.326,24.3529
2009-10-02,24.8675,24.8867
2009-10-05,23.1946,23.7267
2009-10-06,21.9719,22.846
2009-10-07,21.9002,22.744
2009-10-08,21.6838,22.4861
2009-10-09,20.5912,21.7639
2009-10-12,20.8562,21.8426
2009-10-13,20.4273,21.6378
2009-10-14,20.1394,21.3185
2009-10-15,19.3454,20.9294
2009-10-16,18.869,20.8239
2009-10-19,18.5644,20.5554
2009-10-20,18.6829,20.7077
2009-10-21,18.3178,20.4391
2009-10-22,17.9284,20.1138
2009-10-23,19.4534,21.0729
2009-10-26,21.5876,22.1071
2009-10-27,21.3095,21.9493
2009-10-28,23.4378,23.4168
2009-10-29,21.398,22.2159
2009-10-30,26.3348,25.1475
2009-11-02,25.5089,25.109
2009-11-03,24.5258,24.9424
2009-11-04,23.4126,24.1978
2009-11-05,22.0272,23.259
2009-11-06,20.8754,22.5773
2009-11-09,19.9059,21.4489
2009-11-10,19.7155,21.5566
2009-11-11,20.0131,21.7127
2009-11-12,21.2156,22.8168
2009-11-13,20.5141,22.4882
2009-11-16,20.2294,22.1112
2009-11-17,19.5296,21.9084
2009-11-18,19.2771,21.7542
2009-11-19,19.7174,22.0738
2009-11-20,18.522,21.4545
2009-11-23,17.5914,20.6793
2009-11-24,17.1351,20.4323
2009-11-25,17.2506,20.4073
2009-11-27,20.9293,22.3958
2009-11-30,20.6692,22.5991
2009-12-01,18.6761,21.4195
2009-12-02,18.2411,21.3353
2009-12-03,18.6712,21.5598
2009-12-04,18.7597,21.5507
2009-12-07,19.2114,21.8508
2009-12-08,20.1563,22.4904
2009-12-09,19.9032,22.2553
2009-12-10,19.2002,21.9296
2009-12-11,18.3741,21.5199
2009-12-14,17.8996,21.3249
2009-12-15,18.2426,21.5507
2009-12-16,17.7627,20.9279
2009-12-17,18.6613,21.4074
2009-12-18,18.3117,21.3819
2009-12-21,16.823,20.3788
2009-12-22,16.003,19.7846
2009-12-23,16.0702,19.6299
2009-12-24,15.8703,19.3599
2009-12-28,16.5926,19.5301
2009-12-29,16.3273,19.4331
2009-12-30,16.6529,19.7895
2009-12-31,17.0322,20.2009
2010-01-04,16.6042,19.7216
2010-01-05,16.0735,19.3086
2010-01-06,16.4293,18.625
2010-01-07,16.2087,18.3174
2010-01-08,15.919,18.0653
2010-01-11,16.0781,18.0385
2010-01-12,16.785,18.8812
2010-01-13,15.5903,17.8144
2010-01-14,15.0744,17.651
2010-01-15,15.5939,18.3446
2010-01-19,14.4278,17.5819
2010-01-20,15.536,18.1771
2010-01-21,18.0002,19.7141
2010-01-22,22.6684,22.3224
2010-01-25,20.3421,21.1078
2010-01-26,20.0468,21.3488
2010-01-27,19.8533,21.1149
2010-01-28,19.788,21.1533
2010-01-29,21.6833,22.4115
2010-02-01,19.5305,20.6591
2010-02-02,18.0236,19.7666
2010-02-03,18.5317,20.2827
2010-02-04,22.4875,22.8038
2010-02-05,22.5193,23.0798
2010-02-08,22.5816,23.1114
2010-02-09,21.5788,22.5438
2010-02-10,21.9363,22.6787
2010-02-11,20.9738,21.8938
2010-02-12,21.1777,22.1659
2010-02-16,19.1453,20.8657
2010-02-17,18.4697,20.4334
2010-02-18,17.2758,19.6501
2010-02-19,16.8481,19.1176
2010-02-22,16.4167,18.564
2010-02-23,18.1089,19.64
2010-02-24,17.377,19.2007
2010-02-25,17.2351,19.2261
2010-02-26,16.2473,18.578
2010-03-01,16.2763,18.4565
2010-03-02,16.1039,18.19
2010-03-03,15.9744,17.9895
2010-03-04,15.6433,18.1079
2010-03-05,14.6777,17.1881
2010-03-08,15.0146,17.1652
2010-03-09,15.4904,17.4218
2010-03-10,15.9153,17.5228
2010-03-11,16.0388,18.0099
2010-03-12,15.7307,17.8467
2010-03-15,15.7118,17.928
2010-03-16,14.9566,17.3889
2010-03-17,14.5569,17.0506
2010-03-18,14.1231,16.8411
2010-03-19,14.4388,17.2347
2010-03-22,14.1514,16.979
2010-03-23,13.6859,16.5136
2010-03-24,14.739,17.1231
2010-03-25,14.9547,17.0736
2010-03-26,15.1548,17.3714
2010-03-29,14.8159,16.9326
2010-03-30,14.4298,16.69
2010-03-31,14.7227,16.9693
2010-04-01,14.8068,17.1514
2010-04-05,14.164,16.5541
2010-04-06,13.5309,16.0347
2010-04-07,14.7393,16.3981
2010-04-08,14.1282,15.9237
2010-04-09,13.9499,15.8052
2010-04-12,14.0666,16.0377
2010-04-13,13.8468,15.8901
2010-04-14,13.5253,15.7283
2010-04-15,13.6267,16.01
2010-04-16,15.008,17.1373
2010-04-19,14.0983,16.9042
2010-04-20,12.7162,15.9737
2010-04-21,13.2529,16.4004
2010-04-22,12.8005,16.196
2010-04-23,13.1559,16.2404
2010-04-26,14.3232,16.7864
2010-04-27,17.2785,18.5999
2010-04-28,16.6919,18.5732
2010-04-29,14.8173,17.4114
2010-04-30,17.3007,19.1693
2010-05-03,16.2059,18.6292
2010-05-04,19.949,21.1281
2010-05-05,21.0113,22.182
2010-05-06,29.0523,28.2122
2010-05-07,32.7146,30.426
2010-05-10,24.128,24.3341
2010-05-11,23.5753,23.8468
2010-05-12,20.9981,21.9878
2010-05-13,21.867,22.7789
2010-05-14,26.5204,26.2612
2010-05-17,25.598,25.8304
2010-05-18,27.8155,27.3588
2010-05-19,28.434,28.0112
2010-05-20,34.4124,32.0031
2010-05-21,35.9283,33.2658
2010-05-24,29.9643,29.8636
2010-05-25,29.5534,29.6881
2010-05-26,29.1521,28.5709
2010-05-27,24.8382,25.5812
2010-05-28,25.1043,25.5422
2010-06-01,28.4812,27.418
2010-06-02,24.9774,25.4286
2010-06-03,24.532,24.8894
2010-06-04,29.8311,28.4528
2010-06-07,30.8929,29.213
2010-06-08,28.9188,28.4189
2010-06-09,28.357,27.9938
2010-06-10,25.6688,25.9973
2010-06-11,25.0714,25.7644
2010-06-14,24.2401,25.0185
2010-06-15,21.8068,23.1941
2010-06-16,22.4218,23.4146
2010-06-17,22.1996,23.2569
2010-06-18,19.5858,21.6933
2010-06-21,21.4375,22.5012
2010-06-22,22.5712,23.637
2010-06-23,23.4003,24.2373
2010-06-24,25.5244,25.9092
2010-06-25,24.0825,25.1272
2010-06-28,24.2052,25.2789
2010-06-29,30.3911,29.319
2010-06-30,29.0758,29.081
2010-07-01,28.9145,29.4314
2010-07-02,26.3038,28.3264
2010-07-06,27.0575,28.0938
2010-07-07,23.8738,25.3898
2010-07-08,23.1537,24.6961
2010-07-09,22.2496,24.0891
2010-07-12,22.6155,24.2668
2010-07-13,21.5701,23.4397
2010-07-14,22.4417,24.4902
2010-07-15,22.9504,24.8827
2010-07-16,24.5423,26.4043
2010-07-19,22.6739,25.1484
2010-07-20,21.1516,23.8259
2010-07-21,23.0745,24.9362
2010-07-22,21.1974,23.1789
2010-07-23,20.5311,22.7098
2010-07-26,19.8235,22.202
2010-07-27,19.6434,21.9971
2010-07-28,20.5298,22.5916
2010-07-29,19.9409,22.3053
2010-07-30,19.9005,22.5015
2010-08-02,18.0194,20.9291
2010-08-03,18.669,21.2976
2010-08-04,18.4704,21.3763
2010-08-05,18.5079,21.8908
2010-08-06,18.3978,22.0279
2010-08-09,18.1584,21.6915
2010-08-10,18.5072,22.0859
2010-08-11,22.0956,24.3831
2010-08-12,22.4587,24.8315
2010-08-13,22.8901,25.3756
2010-08-16,23.1244,25.6278
2010-08-17,20.7424,24.1617
2010-08-18,20.7266,23.8319
2010-08-19,22.3594,25.2456
2010-08-20,21.9821,25.4329
2010-08-23,21.3962,24.8187
2010-08-24,23.205,25.7782
2010-08-25,23.5408,25.9128
2010-08-26,24.0466,26.1603
2010-08-27,21.3881,24.4548
2010-08-30,23.2638,25.4551
2010-08-31,23.8398,25.7899
2010-09-01,21.4608,23.8995
2010-09-02,20.2852,23.0496
2010-09-03,18.4713,21.7672
2010-09-07,20.4544,22.8907
2010-09-08,20.5399,22.6798
2010-09-09,19.7519,22.1741
2010-09-10,19.0304,21.7424
2010-09-13,18.5766,21.2243
2010-09-14,18.0003,20.788
2010-09-15,19.0686,21.2735
2010-09-16,18.5104,21.3102
2010-09-17,18.0908,21.1703
2010-09-20,17.6764,20.5558
2010-09-21,18.7499,21.0108
2010-09-22,19.0398,21.4207
2010-09-23,20.1818,22.2399
2010-09-24,18.2122,20.9487
2010-09-27,18.6714,21.1258
2010-09-28,19.4757,21.6773
2010-09-29,19.8034,21.964
2010-09-30,19.8175,22.197
2010-10-01,19.0448,21.7611
2010-10-04,20.3778,22.6033
2010-10-05,18.3585,21.1567
2010-10-06,19.4187,21.2901
2010-10-07,19.3759,21.3911
2010-10-08,18.3976,20.5432
2010-10-11,18.397,20.58
2010-10-12,17.7101,19.9253
2010-10-13,17.4988,19.6905
2010-10-14,18.7591,20.5214
2010-10-15,17.7393,20.2148
2010-10-18,16.68,19.3513
2010-10-19,18.7616,20.6736
2010-10-20,17.0317,19.2501
2010-10-21,16.9594,19.1682
2010-10-22,16.5332,18.6339
2010-10-25,16.9838,18.5546
2010-10-26,18.0213,19.2347
2010-10-27,18.5695,19.8752
2010-10-28,18.4714,19.7532
2010-10-29,18.5909,19.7019
2010-11-01,19.6637,20.4348
2010-11-02,18.9099,19.8519
2010-11-03,17.0827,18.7149
2010-11-04,16.0239,17.5211
2010-11-05,15.8424,17.5244
2010-11-08,15.6656,17.6077
2010-11-09,16.2508,18.0018
2010-11-10,16.0341,17.9701
2010-11-11,15.9432,18.0438
2010-11-12,17.4303,19.2193
2010-11-15,16.9369,19.0606
2010-11-16,19.7244,21.0296
2010-11-17,18.9761,20.5326
2010-11-18,15.7953,18.7322
2010-11-19,15.2961,18.4632
2010-11-22,15.819,18.3704
2010-11-23,17.5844,19.2575
2010-11-24,16.1756,18.3266
2010-11-26,18.561,19.8971
2010-11-29,18.3364,20.0462
2010-11-30,19.6089,21.0599
2010-12-01,17.9565,20.1548
2010-12-02,16.5228,18.7989
2010-12-03,14.982,17.8512
2010-12-06,15.0604,17.671
2010-12-07,15.0967,17.6541
2010-12-08,15.4192,17.2462
2010-12-09,15.0946,16.9127
2010-12-10,14.9667,16.7029
2010-12-13,15.3108,17.0695
2010-12-14,15.4993,17.2234
2010-12-15,15.6969,17.454
2010-12-16,15.1292,17.3503
2010-12-17,13.8471,16.7958
2010-12-20,13.3798,16.5443
2010-12-21,13.4813,16.4298
2010-12-22,13.0563,16.1895
2010-12-23,13.777,16.8131
2010-12-27,14.6443,17.5451
2010-12-28,14.7045,17.577
2010-12-29,14.3021,17.3218
2010-12-30,14.6915,17.6414
2010-12-31,15.1732,17.7057
2011-01-03,14.6936,17.2911
2011-01-04,14.6984,17.4155
2011-01-05,14.185,16.8151
2011-01-06,14.6584,17.1002
2011-01-07,14.5338,17.1481
2011-01-10,14.6752,17.0885
2011-01-11,14.0531,16.8206
2011-01-12,14.2388,16.3566
2011-01-13,14.4068,16.5037
2011-01-14,13.1127,15.5492
2011-01-18,13.0714,15.6552
2011-01-19,14.5166,16.6571
2011-01-20,14.5032,16.645
2011-01-21,14.4506,16.7484
2011-01-24,13.9936,16.2038
2011-01-25,14.1289,16.2473
2011-01-26,13.0126,15.3819
2011-01-27,12.9167,15.0485
2011-01-28,16.0819,16.864
2011-01-31,15.6144,16.6036
2011-02-01,14.1027,15.5557
2011-02-02,13.9745,15.6206
2011-02-03,13.3928,15.3954
2011-02-04,12.817,15.0027
2011-02-07,13.1909,14.8414
2011-02-08,12.6849,14.5327
2011-02-09,13.3527,14.7443
2011-02-10,13.1274,14.7485
2011-02-11,12.4713,14.3125
2011-02-14,12.7607,14.5479
2011-02-15,13.1391,14.924
2011-02-16,12.9023,14.8151
2011-02-17,12.9168,15.0824
2011-02-18,12.8058,15.3415
2011-02-22,17.1477,18.0225
2011-02-23,17.5236,18.4612
2011-02-24,17.0043,18.3433
2011-02-25,15.5759,17.0942
2011-02-28,15.1371,16.7331
2011-03-01,16.8423,17.8634
2011-03-02,17.1114,18.1643
2011-03-03,15.1722,17.049
2011-03-04,16.6236,18.1113
2011-03-07,17.4922,18.6049
2011-03-08,16.5225,17.9895
2011-03-09,17.0808,18.3612
2011-03-10,19.1554,19.5745
2011-03-11,17.5165,18.5985
2011-03-14,18.5,19.4717
2011-03-15,19.831,20.1948
2011-03-16,24.0682,22.4742
2011-03-17,22.0168,21.3639
2011-03-18,20.265,20.4274
2011-03-21,17.4923,18.6886
2011-03-22,17.2104,18.3881
2011-03-23,15.978,17.6485
2011-03-24,15.2049,16.9652
2011-03-25,15.2518,17.0551
2011-03-28,15.6169,17.1692
2011-03-29,15.3986,17.0434
2011-03-30,14.7292,16.5696
2011-03-31,14.5088,16.5577
2011-04-01,14.468,16.5314
2011-04-04,14.5037,16.4129
2011-04-05,13.888,16.1004
2011-04-06,14.4821,15.9588
2011-04-07,14.8067,16.4892
2011-04-08,15.2837,17.0298
2011-04-11,15.076,16.8894
2011-04-12,15.514,17.2047
2011-04-13,14.737,16.6973
2011-04-14,13.9975,16.3801
2011-04-15,13.3469,16.1061
2011-04-18,13.9444,16.6596
2011-04-19,12.8374,15.9244
2011-04-20,12.1672,15.3568
2011-04-21,11.6151,15.1581
2011-04-25,12.5998,15.3802
2011-04-26,12.5009,15.0972
2011-04-27,12.5648,14.9805
2011-04-28,11.7346,14.3849
2011-04-29,12.2716,14.7035
2011-05-02,13.1471,15.3371
2011-05-03,13.8163,16.044
2011-05-04,13.9759,16.2058
2011-05-05,15.9333,17.2788
2011-05-06,15.3342,16.6526
2011-05-09,14.247,16.1182
2011-05-10,12.944,15.2713
2011-05-11,14.5025,16.0765
2011-05-12,13.7678,15.6359
2011-05-13,14.3293,16.0847
2011-05-16,14.982,16.6141
2011-05-17,15.0486,16.6129
2011-05-18,13.4232,15.6578
2011-05-19,12.7408,15.3364
2011-05-20,13.4699,15.716
2011-05-23,14.8488,16.5337
2011-05-24,14.5219,16.3084
2011-05-25,13.9639,15.9151
2011-05-26,13.2376,15.4275
2011-05-27,13.3395,15.4222
2011-05-31,13.1431,15.1482
2011-06-01,14.923,16.2802
2011-06-02,15.0784,16.3337
2011-06-03,15.336,16.5803
2011-06-06,16.047,16.9804
2011-06-07,15.4472,16.518
2011-06-08,16.2271,17.0913
2011-06-09,15.2208,16.2228
2011-06-10,15.938,16.8757
2011-06-13,16.726,17.4697
2011-06-14,15.4321,16.6178
2011-06-15,18.0588,18.5467
2011-06-16,19.1996,19.5175
2011-06-17,18.6014,19.1259
2011-06-20,17.5749,18.2937
2011-06-21,15.8468,17.1514
2011-06-22,15.6575,17.1944
2011-06-23,17.2314,17.9932
2011-06-24,18.1496,18.6758
2011-06-27,17.1754,17.9875
2011-06-28,16.3398,17.4284
2011-06-29,14.2973,16.2391
2011-06-30,13.5574,15.6677
2011-07-01,13.0437,14.9529
2011-07-05,13.589,15.2572
2011-07-06,14.4156,15.7242
2011-07-07,13.8696,15.1902
2011-07-08,14.3437,15.7005
2011-07-11,16.2805,17.3595
2011-07-12,16.7106,17.64
2011-07-13,17.2308,17.8617
2011-07-14,17.816,18.5852
2011-07-15,16.8748,17.9675
2011-07-18,17.7927,18.6191
2011-07-19,15.9558,17.3366
2011-07-20,16.0758,17.2318
2011-07-21,15.0484,16.4327
2011-07-22,14.8659,16.2525
2011-07-25,16.5983,17.3401
2011-07-26,16.9465,17.5821
2011-07-27,19.4848,19.1917
2011-07-28,20.1537,19.5847
2011-07-29,21.5526,19.8762
2011-08-01,20.2921,19.1706
2011-08-02,21.2913,20.2641
2011-08-03,20.5762,20.2549
2011-08-04,26.453,24.1515
2011-08-05,29.8588,26.8123
2011-08-08,37.2423,30.9508
2011-08-09,34.4031,29.218
2011-08-10,34.8157,30.3858
2011-08-11,32.0327,28.197
2011-08-12,31.5432,27.9401
2011-08-15,27.0546,25.3308
2011-08-16,27.3865,25.4183
2011-08-17,26.3356,25.1867
2011-08-18,36.0092,31.018
2011-08-19,36.6895,31.7878
2011-08-22,35.0842,31.3032
2011-08-23,30.5406,28.6197
2011-08-24,29.3605,27.8814
2011-08-25,33.2539,29.6441
2011-08-26,31.0963,28.554
2011-08-29,26.8302,25.9871
2011-08-30,26.7479,26.1293
2011-08-31,27.3842,26.7824
2011-09-01,27.03,26.5242
2011-09-02,29.1142,28.1611
2011-09-06,31.6442,29.0803
2011-09-07,28.059,27.2994
2011-09-08,29.2418,28.0311
2011-09-09,34.7186,31.9257
2011-09-12,35.0516,32.4578
2011-09-13,32.582,30.8477
2011-09-14,29.564,28.9215
2011-09-15,28.316,28.4481
2011-09-16,27.4244,27.7966
2011-09-19,28.3311,28.3496
2011-09-20,28.2793,28.1405
2011-09-21,29.7385,29.0895
2011-09-22,37.9286,34.4
2011-09-23,36.1086,33.1678
2011-09-26,34.7135,32.4292
2011-09-27,32.1407,30.7114
2011-09-28,34.5066,32.3064
2011-09-29,35.8097,33.4225
2011-09-30,36.9423,34.2661
2011-10-03,40.4453,36.7134
2011-10-04,39.3502,36.3823
2011-10-05,34.2516,32.6559
2011-10-06,33.4054,32.1104
2011-10-07,31.3127,31.0522
2011-10-10,30.1621,29.8821
2011-10-11,28.5881,28.8038
2011-10-12,26.2465,26.5228
2011-10-13,26.4925,26.7671
2011-10-14,24.1788,24.9482
2011-10-17,27.1907,26.7981
2011-10-18,25.6237,25.9995
2011-10-19,29.494,28.3857
2011-10-20,29.2417,28.4062
2011-10-21,26.7172,26.8558
2011-10-24,24.6313,25.0912
2011-10-25,26.2142,26.0013
2011-10-26,24.9985,25.3338
2011-10-27,21.0367,21.9061
2011-10-28,21.0389,21.8809
2011-10-31,24.4546,24.1652
2011-11-01,28.7958,27.7067
2011-11-02,27.4676,26.7689
2011-11-03,24.9739,25.3095
2011-11-04,25.6941,25.995
2011-11-07,25.3081,25.564
2011-11-08,23.2051,24.4069
2011-11-09,29.7853,28.8499
2011-11-10,27.632,27.7938
2011-11-11,25.1881,26.2366
2011-11-14,26.8435,27.3147
2011-11-15,25.5677,26.4445
2011-11-16,27.1833,27.9377
2011-11-17,30.1579,30.0837
2011-11-18,28.1443,29.2286
2011-11-21,29.0113,29.7839
2011-11-22,28.4412,29.3386
2011-11-23,29.925,30.567
2011-11-25,30.3948,31.2674
2011-11-28,28.8177,29.7432
2011-11-29,27.0734,28.6061
2011-11-30,24.0678,26.2435
2011-12-01,23.3071,25.4887
2011-12-02,23.6792,25.5686
2011-12-05,24.4603,25.907
2011-12-06,23.9826,25.6916
2011-12-07,25.5189,26.5922
2011-12-08,26.7306,27.6339
2011-12-09,23.5061,25.4631
2011-12-12,24.7307,26.4804
2011-12-13,23.8971,26.0235
2011-12-14,24.0684,26.2953
2011-12-15,22.5591,25.3767
2011-12-16,22.3684,25.1722
2011-12-19,22.6704,25.2245
2011-12-20,20.2271,23.1916
2011-12-21,19.3784,22.33
2011-12-22,18.7023,21.9621
2011-12-23,18.3917,21.7171
2011-12-27,18.9781,21.7842
2011-12-28,20.6837,23.0596
2011-12-29,19.9077,22.3775
2011-12-30,20.2661,22.6144
2012-01-03,19.7389,21.9319
2012-01-04,19.0935,21.3246
2012-01-05,18.4472,20.7573
2012-01-06,17.6445,20.3305
2012-01-09,18.0089,20.2749
2012-01-10,17.5942,19.7968
2012-01-11,18.2346,20.069
2012-01-12,18.0417,19.9919
2012-01-13,18.6051,20.8281
2012-01-17,18.5295,20.6572
2012-01-18,16.9011,19.7068
2012-01-19,16.1575,19.1779
2012-01-20,14.9695,18.6124
2012-01-23,15.0354,18.1533
2012-01-24,15.3912,18.1728
2012-01-25,14.7432,17.3395
2012-01-26,15.9249,18.0905
2012-01-27,15.0826,17.521
2012-01-30,16.1706,18.1248
2012-01-31,16.1763,18.1964
2012-02-01,15.3913,17.5834
2012-02-02,15.0073,17.2731
2012-02-03,14.2573,16.5188
2012-02-06,14.7864,16.7345
2012-02-07,14.5852,16.4728
2012-02-08,15.1814,16.8276
2012-02-09,15.2425,17.2022
2012-02-10,17.8168,19.4857
2012-02-13,15.6224,17.922
2012-02-14,17.0966,19.3154
2012-02-15,17.2546,19.5366
2012-02-16,14.9531,18.2072
2012-02-17,14.0436,17.7051
2012-02-21,14.9446,17.9014
2012-02-22,14.4425,17.6279
2012-02-23,13.5546,16.5865
2012-02-24,13.6239,16.7551
2012-02-27,13.9804,16.783
2012-02-28,14.2826,17.0209
2012-02-29,14.3369,16.9579
2012-03-01,13.8565,16.7566
2012-03-02,13.5452,16.7231
2012-03-05,14.0564,17.1249
2012-03-06,16.5256,18.8645
2012-03-07,15.8853,17.9259
2012-03-08,14.5882,16.9468
2012-03-09,14.4068,16.6648
2012-03-12,13.7519,16.3514
2012-03-13,13.4422,15.6829
2012-03-14,14.2497,16.5677
2012-03-15,13.5009,16.3328
2012-03-16,12.3516,15.9023
2012-03-19,12.3513,15.7657
2012-03-20,12.7795,15.9274
2012-03-21,12.3611,15.2639
2012-03-22,13.8037,16.2023
2012-03-23,12.4555,15.101
2012-03-26,12.0657,14.3436
2012-03-27,12.7124,14.7359
2012-03-28,13.4858,15.5417
2012-03-29,13.0228,15.2534
2012-03-30,12.7573,15.0397
2012-04-02,12.637,14.7594
2012-04-03,13.3577,15.4382
2012-04-04,13.6464,15.8853
2012-04-05,13.9947,16.1797
2012-04-09,15.217,16.9275
2012-04-10,17.9136,19.1157
2012-04-11,17.4586,18.7464
2012-04-12,15.7936,17.5309
2012-04-13,16.483,18.0362
2012-04-16,17.1941,18.3991
2012-04-17,15.4643,17.0103
2012-04-18,15.3792,17.1236
2012-04-19,16.0196,17.6756
2012-04-20,15.0394,17.0885
2012-04-23,16.3704,17.7377
2012-04-24,15.9514,17.4169
2012-04-25,14.3402,16.122
2012-04-26,13.5945,15.3847
2012-04-27,13.5194,15.2953
2012-04-30,14.5037,16.0054
2012-05-01,13.7127,15.2038
2012-05-02,14.2144,15.7616
2012-05-03,14.7949,16.1747
2012-05-04,16.2499,17.245
2012-05-07,16.3963,17.1272
2012-05-08,16.3203,17.3818
2012-05-09,17.6212,18.2532
2012-05-10,16.644,17.6076
2012-05-11,17.1087,18.0529
2012-05-14,18.8913,19.3597
2012-05-15,19.5829,20.2453
2012-05-16,19.3849,20.5281
2012-05-17,20.1751,21.2043
2012-05-18,21.2189,22.3599
2012-05-21,19.0125,20.6702
2012-05-22,19.0376,20.5373
2012-05-23,19.1271,20.9677
2012-05-24,18.7625,20.7152
2012-05-25,18.7558,20.7499
2012-05-29,17.8646,19.7917
2012-05-30,19.6851,20.8986
2012-05-31,19.4484,20.7724
2012-06-01,22.9433,23.4772
2012-06-04,22.8658,23.4167
2012-06-05,21.5613,22.4832
2012-06-06,20.394,21.0573
2012-06-07,18.7307,19.7436
2012-06-08,18.9205,19.7554
2012-06-11,20.4172,20.788
2012-06-12,20.2844,20.9277
2012-06-13,22.0591,22.2426
2012-06-14,20.7183,21.1837
2012-06-15,18.5747,19.3772
2012-06-18,16.4746,18.1754
2012-06-19,15.5828,17.4047
2012-06-20,15.52,17.5776
2012-06-21,17.445,19.067
2012-06-22,15.8121,17.9546
2012-06-25,17.7261,18.9754
2012-06-26,17.3142,18.6076
2012-06-27,17.3688,18.7615
2012-06-28,18.0126,19.2674
2012-06-29,15.3412,17.128
2012-07-02,14.6345,16.492
2012-07-03,14.2505,16.0919
2012-07-05,14.8883,16.7118
2012-07-06,14.9716,16.9812
2012-07-09,15.5634,17.2563
2012-07-10,16.5369,17.8607
2012-07-11,16.5941,17.7564
2012-07-12,16.3219,17.6264
2012-07-13,14.9705,16.4822
2012-07-16,15.2208,16.6655
2012-07-17,14.5118,16.124
2012-07-18,13.7222,15.8861
2012-07-19,13.6455,15.9103
2012-07-20,13.824,16.5111
2012-07-23,15.4225,17.755
2012-07-24,17.5587,19.1309
2012-07-25,16.5744,18.4792
2012-07-26,15.0686,17.1768
2012-07-27,13.9793,16.2053
2012-07-30,15.2992,16.9676
