date,px_last,total_return_index
2022-12-29,3849.28,5416.4078
2022-12-30,3839.5,5402.9825
2023-01-03,3824.14,5381.5636
2023-01-04,3852.97,5422.4098
2023-01-05,3808.1,5360.1138
2023-01-06,3895.08,5482.6561
2023-01-09,3892.09,5479.4692
2023-01-10,3919.25,5517.7064
2023-01-11,3969.61,5588.7243
2023-01-12,3983.17,5608.476
2023-01-13,3999.09,5631.0887
2023-01-17,3990.97,5619.6677
2023-01-18,3928.86,5532.2109
2023-01-19,3898.85,5490.6416
2023-01-20,3972.61,5594.6414
2023-01-23,4019.81,5661.1134
2023-01-24,4016.95,5657.2222
2023-01-25,4016.22,5656.2516
2023-01-26,4060.43,5718.9257
2023-01-27,4070.56,5733.2918
2023-01-30,4017.77,5659.4657
2023-01-31,4076.6,5742.445
2023-02-01,4119.21,5802.5007
2023-02-02,4179.76,5888.1175
2023-02-03,4136.48,5827.4024
2023-02-06,4111.08,5792.0143
2023-02-07,4164.0,5866.6756
2023-02-08,4117.86,5801.8487
2023-02-09,4081.5,5751.4936
2023-02-10,4090.46,5764.8686
2023-02-13,4137.29,5831.7615
2023-02-14,4136.13,5830.832
2023-02-15,4147.6,5848.4702
2023-02-16,4090.41,5768.3616
2023-02-17,4079.09,5753.464
2023-02-21,3997.34,5638.2063
2023-02-22,3991.05,5629.4358
2023-02-23,4012.32,5659.895
2023-02-24,3970.04,5600.5077
2023-02-27,3982.24,5618.4087
2023-02-28,3970.15,5601.9156
2023-03-01,3951.39,5575.7807
2023-03-02,3981.35,5618.9248
2023-03-03,4045.64,5710.1397
2023-03-06,4048.42,5714.278
2023-03-07,3986.37,5626.8457
2023-03-08,3992.01,5635.2968
2023-03-09,3918.32,5532.1844
2023-03-10,3861.59,5452.521
2023-03-13,3855.76,5444.4151
2023-03-14,3919.29,5535.4361
2023-03-15,3891.93,5496.8924
2023-03-16,3960.28,5594.2374
2023-03-17,3916.64,5532.7293
2023-03-20,3951.57,5582.1155
2023-03-21,4002.87,5654.9944
2023-03-22,3936.97,5562.3248
2023-03-23,3948.72,5579.3973
2023-03-24,3970.99,5610.9021
2023-03-27,3977.53,5620.143
2023-03-28,3971.27,5611.4304
2023-03-29,4027.81,5691.3218
2023-03-30,4050.83,5724.6224
2023-03-31,4109.31,5807.4826
2023-04-03,4124.51,5828.9753
2023-04-04,4100.6,5795.711
2023-04-05,4090.38,5781.999
2023-04-06,4105.02,5803.8992
2023-04-10,4109.11,5809.8082
2023-04-11,4108.94,5809.5678
2023-04-12,4091.95,5785.6652
2023-04-13,4146.22,5863.3254
2023-04-14,4137.64,5851.2056
2023-04-17,4151.32,5870.6528
2023-04-18,4154.87,5875.6731
2023-04-19,4154.52,5875.1781
2023-04-20,4129.79,5840.8315
2023-04-21,4133.52,5846.2126
2023-04-24,4137.04,5851.191
2023-04-25,4071.63,5758.9289
2023-04-26,4055.99,5736.8414
2023-04-27,4135.35,5849.2239
2023-04-28,4169.48,5898.1299
2023-05-01,4167.87,5895.8695
2023-05-02,4119.58,5827.6066
2023-05-03,4090.75,5786.8847
2023-05-04,4061.22,5745.7508
2023-05-05,4136.25,5852.2207
2023-05-08,4138.12,5854.963
2023-05-09,4119.17,5828.5636
2023-05-10,4137.64,5854.8604
2023-05-11,4130.62,5846.1679
2023-05-12,4124.08,5838.2356
2023-05-15,4136.28,5856.2954
2023-05-16,4109.9,5819.2578
2023-05-17,4158.77,5889.5964
2023-05-18,4198.05,5946.2895
2023-05-19,4191.98,5937.8401
2023-05-22,4192.63,5939.4446
2023-05-23,4145.58,5872.907
2023-05-24,4115.24,5830.0331
2023-05-25,4151.28,5881.2799
2023-05-26,4205.45,5958.4388
2023-05-30,4205.52,5958.9376
2023-05-31,4179.83,5923.7788
2023-06-01,4221.02,5983.2371
2023-06-02,4282.37,6070.5543
2023-06-05,4273.79,6058.4855
2023-06-06,4283.85,6072.9107
2023-06-07,4267.52,6049.9349
2023-06-08,4293.93,6088.0725
2023-06-09,4298.86,6095.2309
2023-06-12,4338.93,6152.045
2023-06-13,4369.01,6194.95
2023-06-14,4372.59,6201.4772
2023-06-15,4425.84,6278.0987
2023-06-16,4409.59,6255.1596
2023-06-20,4388.71,6225.5817
2023-06-21,4365.69,6193.3326
2023-06-22,4381.89,6216.8667
2023-06-23,4348.33,6169.3037
2023-06-26,4328.82,6141.7467
2023-06-27,4378.41,6212.1052
2023-06-28,4376.86,6209.9061
2023-06-29,4396.44,6238.4186
2023-06-30,4450.38,6315.1854
2023-07-03,4455.59,6322.8985
2023-07-05,4446.82,6311.2337
2023-07-06,4411.59,6261.716
2023-07-07,4398.95,6244.786
2023-07-10,4409.53,6259.8558
2023-07-11,4439.26,6302.1657
2023-07-12,4472.16,6349.0154
2023-07-13,4510.04,6403.4626
2023-07-14,4505.42,6397.1147
2023-07-17,4522.79,6421.7779
2023-07-18,4554.98,6467.4835
2023-07-19,4565.72,6482.8469
2023-07-20,4534.87,6439.672
2023-07-21,4536.34,6441.7595
2023-07-24,4554.64,6467.8464
2023-07-25,4567.46,6486.1654
2023-07-26,4566.75,6485.2511
2023-07-27,4537.41,6444.0358
2023-07-28,4582.23,6508.3127
2023-07-31,4588.96,6518.0607
2023-08-01,4576.73,6500.8491
2023-08-02,4513.39,6410.9428
2023-08-03,4501.89,6394.9231
2023-08-04,4478.03,6361.4926
2023-08-07,4518.44,6419.0616
2023-08-08,4499.38,6392.0406
2023-08-09,4467.71,6347.5921
2023-08-10,4468.83,6349.9918
2023-08-11,4464.05,6344.1028
2023-08-14,4489.72,6380.9848
2023-08-15,4437.86,6308.2527
2023-08-16,4404.33,6261.5884
2023-08-17,4370.36,6214.5112
2023-08-18,4369.71,6213.9999
2023-08-21,4399.77,6256.8693
2023-08-22,4387.55,6239.5863
2023-08-23,4436.01,6308.6183
2023-08-24,4376.31,6223.888
2023-08-25,4405.71,6266.4572
2023-08-28,4433.31,6305.7939
2023-08-29,4497.63,6397.468
2023-08-30,4514.87,6423.0641
2023-08-31,4507.66,6414.2823
2023-09-01,4515.77,6426.1582
2023-09-05,4496.83,6399.4786
2023-09-06,4465.48,6355.0265
2023-09-07,4451.14,6335.49
2023-09-08,4457.49,6344.9859
2023-09-11,4487.46,6387.6465
2023-09-12,4461.9,6351.5102
2023-09-13,4467.44,6359.4509
2023-09-14,4505.1,6414.8612
2023-09-15,4450.32,6337.1214
2023-09-18,4453.53,6341.7798
2023-09-19,4443.95,6328.138
2023-09-20,4402.2,6269.104
2023-09-21,4330.0,6166.49
2023-09-22,4320.06,6152.4399
2023-09-25,4337.44,6177.2683
2023-09-26,4273.53,6086.6559
2023-09-27,4274.51,6088.1738
2023-09-28,4299.7,6124.8553
2023-09-29,4288.05,6108.4592
2023-10-02,4288.39,6108.9765
2023-10-03,4229.45,6025.4873
2023-10-04,4263.75,6074.3752
2023-10-05,4258.19,6067.5587
2023-10-06,4308.5,6140.2263
2023-10-09,4335.66,6178.9332
2023-10-10,4358.24,6211.2413
2023-10-11,4376.95,6238.209
2023-10-12,4349.61,6199.9103
2023-10-13,4327.78,6168.8075
2023-10-16,4373.63,6234.3487
2023-10-17,4373.2,6233.7358
2023-10-18,4314.6,6150.205
2023-10-19,4278.0,6098.553
2023-10-20,4224.16,6021.9942
2023-10-23,4217.04,6011.8439
2023-10-24,4247.68,6055.6595
2023-10-25,4186.77,5968.8578
2023-10-26,4137.23,5898.3189
2023-10-27,4117.37,5870.1136
2023-10-30,4166.82,5941.1557
2023-10-31,4193.8,5980.0239
2023-11-01,4237.86,6042.8784
2023-11-02,4317.78,6157.2411
2023-11-03,4358.34,6215.3706
2023-11-06,4365.98,6226.4556
2023-11-07,4378.38,6244.2504
2023-11-08,4382.78,6250.8295
2023-11-09,4347.35,6201.5115
2023-11-10,4415.24,6299.3036
2023-11-13,4411.55,6294.4278
2023-11-14,4495.7,6415.8249
2023-11-15,4502.88,6427.2556
2023-11-16,4508.24,6436.4361
2023-11-17,4514.02,6444.8357
2023-11-20,4547.38,6493.1284
2023-11-21,4538.19,6480.1573
2023-11-22,4556.62,6506.8112
2023-11-24,4559.34,6510.8472
2023-11-27,4550.43,6498.235
2023-11-28,4554.89,6504.625
2023-11-29,4550.58,6499.5944
2023-11-30,4567.8,6526.1554
2023-12-01,4594.63,6565.0415
2023-12-04,4569.78,6529.554
2023-12-05,4567.18,6526.1188
2023-12-06,4549.34,6500.8076
2023-12-07,4585.59,6553.6516
2023-12-08,4604.37,6580.64
2023-12-11,4622.44,6606.4964
2023-12-12,4643.7,6637.1501
2023-12-13,4707.09,6727.8761
2023-12-14,4719.55,6746.8061
2023-12-15,4719.19,6746.6523
2023-12-18,4740.56,6777.284
2023-12-19,4768.37,6817.591
2023-12-20,4698.35,6718.2603
2023-12-21,4746.75,6787.492
2023-12-22,4754.63,6798.7598
2023-12-26,4774.75,6827.5658
2023-12-27,4781.58,6837.5662
2023-12-28,4783.35,6840.867
2023-12-29,4769.83,6821.864
2024-01-02,4742.83,6783.4616
2024-01-03,4704.81,6729.3648
2024-01-04,4688.68,6707.1788
2024-01-05,4697.24,6719.4239
2024-01-08,4763.54,6814.3953
2024-01-09,4756.5,6805.2888
2024-01-10,4783.45,6843.9555
2024-01-11,4780.24,6839.5995
2024-01-12,4783.83,6845.3238
2024-01-16,4765.98,6819.8858
2024-01-17,4739.21,6781.7172
2024-01-18,4780.94,6841.9127
2024-01-19,4839.81,6926.5546
2024-01-22,4850.43,6941.7536
2024-01-23,4864.6,6962.188
2024-01-24,4868.55,6967.9009
2024-01-25,4894.16,7004.9584
2024-01-26,4890.97,7000.3926
2024-01-29,4927.93,7053.4199
2024-01-30,4924.97,7049.7432
2024-01-31,4845.65,6936.4278
2024-02-01,4906.19,7023.4492
2024-02-02,4958.61,7098.8206
2024-02-05,4942.81,7076.2842
2024-02-06,4954.23,7092.8264
2024-02-07,4995.06,7151.387
2024-02-08,4997.91,7156.3724
2024-02-09,5026.61,7198.1463
2024-02-12,5021.84,7191.4005
2024-02-13,4953.17,7093.9166
2024-02-14,5000.62,7163.2057
2024-02-15,5029.73,7206.5259
2024-02-16,5005.57,7173.0568
2024-02-20,4975.51,7130.2329
2024-02-21,4981.8,7139.5722
2024-02-22,5087.03,7290.7549
2024-02-23,5088.8,7293.4483
2024-02-26,5069.53,7266.1037
2024-02-27,5078.18,7278.6087
2024-02-28,5069.76,7267.2353
2024-02-29,5096.27,7306.799
2024-03-01,5137.08,7365.7364
2024-03-04,5130.95,7357.2113
2024-03-05,5078.65,7282.386
2024-03-06,5104.76,7320.3721
2024-03-07,5157.36,7396.8194
2024-03-08,5123.69,7349.0424
2024-03-11,5117.94,7340.8209
2024-03-12,5175.27,7423.2892
2024-03-13,5165.31,7409.3065
2024-03-14,5150.48,7389.8516
2024-03-15,5117.09,7342.1905
2024-03-18,5149.42,7388.6609
2024-03-19,5178.51,7430.4007
2024-03-20,5224.62,7497.5413
2024-03-21,5241.53,7521.9823
2024-03-22,5234.18,7511.8131
2024-03-25,5218.19,7488.8651
2024-03-26,5203.58,7467.8976
2024-03-27,5248.49,7533.2467
2024-03-28,5254.35,7541.8852
2024-04-01,5243.77,7526.7297
2024-04-02,5205.81,7472.4533
2024-04-03,5211.49,7480.9669
2024-04-04,5147.21,7389.6185
2024-04-05,5204.34,7471.6698
2024-04-08,5202.39,7468.9879
2024-04-09,5209.91,7480.8609
2024-04-10,5160.64,7410.253
2024-04-11,5199.06,7465.6055
2024-04-12,5123.41,7357.8457
2024-04-15,5061.82,7269.4858
2024-04-16,5051.41,7254.5355
2024-04-17,5022.21,7212.6002
2024-04-18,5011.12,7197.1231
2024-04-19,4967.23,7134.4295
2024-04-22,5010.6,7196.7218
2024-04-23,5070.55,7282.9855
2024-04-24,5071.63,7284.575
2024-04-25,5048.42,7251.3804
2024-04-26,5099.96,7325.5249
2024-04-29,5116.17,7349.1902
2024-04-30,5035.69,7233.8439
2024-05-01,5018.39,7209.0485
2024-05-02,5064.2,7274.9719
2024-05-03,5127.79,7366.6796
2024-05-06,5180.74,7442.9466
2024-05-07,5187.7,7453.3374
2024-05-08,5187.67,7453.3064
2024-05-09,5214.08,7492.6944
2024-05-10,5222.68,7506.237
2024-05-13,5221.42,7504.5368
2024-05-14,5246.68,7541.9557
2024-05-15,5308.15,7631.7346
2024-05-16,5297.1,7617.4119
2024-05-17,5303.27,7626.6045
2024-05-20,5308.13,7634.2412
2024-05-21,5321.41,7653.5351
2024-05-22,5307.01,7632.9294
2024-05-23,5267.84,7576.8704
2024-05-24,5304.72,7630.0986
2024-05-28,5306.04,7631.9972
2024-05-29,5266.95,7575.8659
2024-05-30,5235.48,7531.3774
2024-05-31,5277.51,7592.5381
2024-06-03,5283.4,7601.9119
2024-06-04,5291.34,7613.7494
2024-06-05,5354.03,7704.0679
2024-06-06,5352.96,7702.6221
2024-06-07,5346.99,7695.443
2024-06-10,5360.79,7715.9533
2024-06-11,5375.32,7736.9304
2024-06-12,5421.03,7802.9033
2024-06-13,5433.74,7821.2868
2024-06-14,5431.6,7820.1294
2024-06-17,5473.23,7881.0334
2024-06-18,5487.03,7901.1595
2024-06-20,5473.17,7881.2558
2024-06-21,5464.62,7869.3487
2024-06-24,5447.87,7845.7206
2024-06-25,5469.3,7876.5829
2024-06-26,5477.9,7888.9766
2024-06-27,5482.87,7896.2291
2024-06-28,5460.48,7864.9491
2024-07-01,5475.09,7886.244
2024-07-02,5509.01,7935.1325
2024-07-03,5537.02,7975.7086
2024-07-05,5567.19,8020.4298
2024-07-08,5572.85,8028.8443
2024-07-09,5576.98,8034.9763
2024-07-10,5633.91,8117.9714
2024-07-11,5584.54,8047.1347
2024-07-12,5615.35,8091.5399
2024-07-15,5631.22,8115.2317
2024-07-16,5667.2,8167.083
2024-07-17,5588.27,8053.4256
2024-07-18,5544.59,7990.5108
2024-07-19,5505.0,7933.9446
2024-07-22,5564.41,8019.9051
2024-07-23,5555.74,8007.4092
2024-07-24,5427.13,7822.1583
2024-07-25,5399.22,7782.0004
2024-07-26,5459.1,7868.8479
2024-07-29,5463.54,7875.3484
2024-07-30,5436.44,7836.3141
2024-07-31,5522.3,7960.6854
2024-08-01,5446.68,7851.9957
2024-08-02,5346.56,7707.7663
2024-08-05,5186.33,7477.1003
2024-08-06,5240.03,7554.6237
2024-08-07,5199.5,7496.4425
2024-08-08,5319.31,7669.2339
2024-08-09,5344.16,7705.9882
2024-08-12,5344.39,7707.3822
2024-08-13,5434.43,7837.2999
2024-08-14,5455.21,7867.5085
2024-08-15,5543.22,7996.7511
2024-08-16,5554.25,8013.7851
2024-08-19,5608.25,8092.5683
2024-08-20,5597.12,8076.7423
2024-08-21,5620.85,8111.3443
2024-08-22,5570.64,8039.0347
2024-08-23,5634.61,8131.466
2024-08-26,5616.84,8106.006
2024-08-27,5625.8,8119.5725
2024-08-28,5592.18,8071.0936
2024-08-29,5591.96,8071.1847
2024-08-30,5648.4,8153.7921
2024-09-03,5528.93,7982.1349
2024-09-04,5520.07,7969.6758
2024-09-05,5503.41,7945.9144
2024-09-06,5408.42,7809.7434
2024-09-09,5471.05,7901.0119
2024-09-10,5495.52,7936.5704
2024-09-11,5554.13,8021.2945
2024-09-12,5595.76,8081.5404
2024-09-13,5626.02,8126.5968
2024-09-16,5633.09,8138.4527
2024-09-17,5634.58,8140.7838
2024-09-18,5618.26,8117.3493
2024-09-19,5713.64,8255.6132
2024-09-20,5702.55,8239.6663
2024-09-23,5718.57,8262.8867
2024-09-24,5732.93,8283.6752
2024-09-25,5722.26,8268.3
2024-09-26,5745.37,8302.1977
2024-09-27,5738.17,8292.0497
2024-09-30,5762.48,8327.9094
2024-10-01,5708.75,8250.4998
2024-10-02,5709.54,8252.1422
2024-10-03,5699.94,8238.2896
2024-10-04,5751.07,8313.2205
2024-10-07,5695.94,8233.6265
2024-10-08,5751.13,8313.441
2024-10-09,5792.04,8372.821
2024-10-10,5780.05,8356.7584
2024-10-11,5815.03,8407.4038
2024-10-14,5859.85,8472.2048
2024-10-15,5815.26,8408.4488
2024-10-16,5842.47,8447.9014
2024-10-17,5841.47,8446.544
2024-10-18,5864.67,8480.576
2024-10-21,5853.98,8465.4372
2024-10-22,5851.2,8461.4548
2024-10-23,5797.42,8383.8213
2024-10-24,5809.86,8401.8111
2024-10-25,5808.12,8399.3666
2024-10-28,5823.52,8421.7431
2024-10-29,5832.92,8435.3371
2024-10-30,5813.67,8407.5438
2024-10-31,5705.45,8251.6826
2024-11-01,5728.8,8285.8009
2024-11-04,5712.69,8262.9087
2024-11-05,5782.76,8364.3529
2024-11-06,5929.04,8575.9586
2024-11-07,5973.1,8639.893
2024-11-08,5995.54,8674.2058
2024-11-11,6001.35,8682.6116
2024-11-12,5983.99,8658.0081
2024-11-13,5985.38,8660.4033
2024-11-14,5949.17,8609.0239
2024-11-15,5870.62,8496.5067
2024-11-18,5893.62,8531.0932
2024-11-19,5916.98,8565.0217
2024-11-20,5917.11,8565.4731
2024-11-21,5948.71,8612.5264
2024-11-22,5969.34,8642.7496
2024-11-25,5987.37,8668.9187
2024-11-26,6021.63,8719.1088
2024-11-27,5998.74,8686.4943
2024-11-29,6032.38,8736.0562
2024-12-02,6047.15,8758.4862
2024-12-03,6049.88,8762.6084
2024-12-04,6086.49,8815.8142
2024-12-05,6075.11,8799.8734
2024-12-06,6090.27,8822.8222
2024-12-09,6052.85,8769.8546
2024-12-10,6034.91,8744.0328
2024-12-11,6084.19,8815.5655
2024-12-12,6051.25,8767.8377
2024-12-13,6051.09,8768.7015
2024-12-16,6074.08,8803.1633
2024-12-17,6050.61,8769.3347
2024-12-18,5872.16,8510.8692
2024-12-19,5867.08,8503.5281
2024-12-20,5930.85,8596.1002
2024-12-23,5974.07,8659.2568
2024-12-24,6040.04,8754.8786
2024-12-26,6037.59,8752.0294
2024-12-27,5970.84,8655.6632
2024-12-30,5906.94,8563.0966
2024-12-31,5881.63,8527.1572
2025-01-02,5868.55,8508.4995
2025-01-03,5942.47,8616.3478
2025-01-06,5975.38,8664.734
2025-01-07,5909.03,8568.6046
2025-01-08,5918.25,8582.177
2025-01-10,5827.04,8451.1247
2025-01-13,5836.22,8464.4532
2025-01-14,5842.91,8474.173
2025-01-15,5949.91,8630.2064
2025-01-16,5937.34,8612.1323
2025-01-17,5996.66,8698.3433
2025-01-21,6049.24,8774.8374
2025-01-22,6086.37,8828.848
2025-01-23,6118.71,8875.9036
2025-01-24,6101.24,8851.3919
2025-01-27,6012.28,8722.4201
2025-01-28,6067.7,8802.8216
2025-01-29,6039.31,8761.6806
2025-01-30,6071.17,8808.0322
2025-01-31,6040.53,8764.1506
2025-02-03,5994.57,8697.9972
2025-02-04,6037.88,8760.8934
2025-02-05,6061.48,8795.2118
2025-02-06,6083.57,8827.2644
2025-02-07,6025.99,8744.2994
2025-02-10,6066.44,8804.2705
2025-02-11,6068.5,8807.4739
2025-02-12,6051.97,8784.4344
2025-02-13,6115.07,8876.1098
2025-02-14,6114.63,8877.5395
2025-02-18,6129.58,8900.5988
2025-02-19,6144.15,8921.9107
2025-02-20,6117.52,8884.4357
2025-02-21,6013.13,8733.1518
2025-02-24,5983.25,8690.0709
2025-02-25,5955.25,8649.5427
2025-02-26,5956.06,8650.9114
2025-02-27,5861.57,8513.7346
2025-02-28,5954.5,8649.7821
2025-03-03,5849.72,8498.3899
2025-03-04,5778.15,8394.6509
2025-03-05,5842.63,8488.5165
2025-03-06,5738.52,8337.495
2025-03-07,5770.2,8384.7751
2025-03-10,5614.56,8160.0941
2025-03-11,5572.07,8098.4328
2025-03-12,5599.3,8138.1803
2025-03-13,5521.52,8025.8076
2025-03-14,5638.94,8198.1342
2025-03-17,5675.12,8251.3203
2025-03-18,5614.66,8163.707
2025-03-19,5675.29,8251.9333
2025-03-20,5662.89,8234.9054
2025-03-21,5667.56,8241.9181
2025-03-24,5767.57,8387.4206
2025-03-25,5776.65,8400.9535
2025-03-26,5712.2,8307.2242
2025-03-27,5693.31,8279.7809
2025-03-28,5580.94,8116.6215
2025-03-31,5611.85,8162.4192
2025-04-01,5633.07,8193.4934
2025-04-02,5670.97,8248.8541
2025-04-03,5396.52,7850.0327
2025-04-04,5074.08,7382.0385
2025-04-07,5062.25,7364.9232
2025-04-08,4982.77,7249.3123
2025-04-09,5456.9,7939.2189
2025-04-10,5268.05,7665.8173
2025-04-11,5363.36,7804.7097
2025-04-14,5405.97,7866.7299
2025-04-15,5396.63,7853.8787
2025-04-16,5275.7,7678.0886
2025-04-17,5282.7,7688.3952
2025-04-21,5158.2,7507.8368
2025-04-22,5287.76,7696.6013
2025-04-23,5375.86,7824.9927
2025-04-24,5484.77,7983.5199
2025-04-25,5525.21,8042.4296
2025-04-28,5528.75,8047.728
2025-04-29,5560.83,8094.4514
2025-04-30,5569.06,8107.0673
2025-05-01,5604.14,8158.2393
2025-05-02,5686.67,8278.6381
2025-05-05,5650.38,8226.2321
2025-05-06,5606.91,8163.0556
2025-05-07,5631.28,8198.5911
2025-05-08,5663.94,8246.1542
2025-05-09,5659.91,8241.7357
2025-05-12,5844.19,8511.0566
2025-05-13,5886.55,8572.9656
2025-05-14,5892.58,8582.1386
2025-05-15,5916.93,8619.7497
2025-05-16,5958.38,8681.273
2025-05-19,5963.6,8690.1275
2025-05-20,5940.46,8656.5867
2025-05-21,5844.61,8517.1877
2025-05-22,5842.01,8513.5789
2025-05-23,5802.82,8456.9789
2025-05-27,5921.54,8630.7093
2025-05-28,5888.55,8582.7234
2025-05-29,5912.17,8617.2893
2025-05-30,5911.69,8617.3763
2025-06-02,5935.94,8653.7686
2025-06-03,5970.37,8704.0943
2025-06-04,5970.81,8705.0967
2025-06-05,5939.3,8659.8609
2025-06-06,6000.36,8749.9076
2025-06-09,6005.88,8758.6912
2025-06-10,6038.81,8807.0138
2025-06-11,6022.24,8782.9566
2025-06-12,6045.26,8816.6283
2025-06-13,5976.97,8718.5017
2025-06-16,6033.11,8801.8222
2025-06-17,5982.72,8728.5771
2025-06-18,5980.87,8726.1756
2025-06-20,5967.84,8707.6577
2025-06-23,6025.17,8791.4329
2025-06-24,6092.18,8889.4043
2025-06-25,6092.16,8889.4456
2025-06-26,6141.02,8960.8495
2025-06-27,6173.07,9008.2665
2025-06-30,6204.95,9055.5553
2025-07-01,6198.01,9045.6412
2025-07-02,6227.42,9088.7957
2025-07-03,6279.35,9166.0189
2025-07-07,6229.98,9094.1315
2025-07-08,6225.52,9087.6646
2025-07-09,6263.26,9142.8617
2025-07-10,6280.46,9169.2668
2025-07-11,6259.75,9139.0401
2025-07-14,6268.56,9151.917
2025-07-15,6243.76,9116.57
2025-07-16,6263.7,9145.6846
2025-07-17,6297.36,9194.9237
2025-07-18,6296.79,9194.6643
2025-07-21,6305.6,9207.7536
2025-07-22,6309.62,9213.8115
2025-07-23,6358.91,9285.9044
2025-07-24,6363.35,9292.4645
2025-07-25,6388.64,9329.885
2025-07-28,6389.77,9331.5353
2025-07-29,6370.86,9303.9628
2025-07-30,6362.9,9292.3964
2025-07-31,6339.39,9258.7882
2025-08-01,6238.01,9111.117
2025-08-04,6329.94,9245.7371
2025-08-05,6299.19,9200.9512
2025-08-06,6345.06,9267.9677
2025-08-07,6340.0,9260.7054
2025-08-08,6389.45,9333.7933
2025-08-11,6373.45,9311.3345
2025-08-12,6445.76,9417.2574
2025-08-13,6466.58,9447.9859
2025-08-14,6468.54,9451.1989
2025-08-15,6449.8,9425.944
2025-08-18,6449.15,9425.713
2025-08-19,6411.37,9371.2747
2025-08-20,6395.78,9348.7283
2025-08-21,6370.17,9312.494
2025-08-22,6466.91,9454.3215
2025-08-25,6439.32,9414.1769
2025-08-26,6465.94,9453.7047
2025-08-27,6481.4,9476.3159
2025-08-28,6501.86,9506.4667
2025-08-29,6460.26,9446.4807
2025-09-02,6415.54,9382.0942
2025-09-03,6448.26,9430.1207
2025-09-04,6502.08,9509.6751
2025-09-05,6481.5,9480.8947
2025-09-08,6495.15,9501.3609
2025-09-09,6512.61,9527.2039
2025-09-10,6532.04,9555.8933
2025-09-11,6587.47,9637.0726
2025-09-12,6584.29,9632.8142
2025-09-15,6615.28,9680.3226
2025-09-16,6606.76,9668.201
2025-09-17,6600.35,9658.9728
2025-09-18,6631.96,9705.3741
2025-09-19,6664.36,9752.8144
2025-09-22,6693.75,9796.6169
2025-09-23,6656.92,9742.7145
2025-09-24,6637.97,9715.0368
2025-09-25,6604.72,9666.4863
2025-09-26,6643.7,9723.8054
2025-09-29,6661.21,9749.5163
2025-09-30,6688.46,9790.374
2025-10-01,6711.2,9824.1464
2025-10-02,6715.35,9830.3423
2025-10-03,6715.79,9832.0008
2025-10-06,6740.28,9868.5684
2025-10-07,6714.59,9831.0321
2025-10-08,6753.72,9888.3235
2025-10-09,6735.11,9861.4057
2025-10-10,6552.51,9595.3173
2025-10-13,6654.72,9744.9908
2025-10-14,6644.31,9729.8957
2025-10-15,6671.06,9769.8113
2025-10-16,6629.07,9708.3376
2025-10-17,6664.01,9759.7028
2025-10-20,6735.13,9863.994
2025-10-21,6735.35,9864.3435
2025-10-22,6699.4,9811.8494
2025-10-23,6738.44,9869.1716
2025-10-24,6791.69,9947.5968
2025-10-27,6875.16,10069.9172
2025-10-28,6890.89,10093.0
2025-10-29,6890.59,10092.6255
2025-10-30,6822.34,9992.7138
2025-10-31,6840.2,10019.6023
2025-11-03,6851.97,10037.4667
2025-11-04,6771.55,9919.7659
2025-11-05,6796.29,9956.0532
2025-11-06,6720.32,9844.8324
2025-11-07,6728.8,9858.2679
2025-11-10,6832.43,10011.3587
2025-11-11,6846.61,10032.1362
2025-11-12,6850.92,10038.8712
2025-11-13,6737.49,9872.9599
2025-11-14,6734.11,9870.0834
2025-11-17,6672.41,9780.612
2025-11-18,6617.32,9700.5728
2025-11-19,6642.16,9737.3078
2025-11-20,6538.76,9587.0908
2025-11-21,6602.99,9682.0057
2025-11-24,6705.12,9831.8915
2025-11-25,6765.88,9921.6064
2025-11-26,6812.61,9990.2907
2025-11-28,6849.09,10044.1624
2025-12-01,6812.63,9991.9058
2025-12-02,6829.37,10016.7466
2025-12-03,6849.72,10046.9262
2025-12-04,6857.12,10058.4694
2025-12-05,6870.4,10079.4755
2025-12-08,6846.51,10045.2858
2025-12-09,6840.51,10036.5743
2025-12-10,6886.68,10104.6446
2025-12-11,6901.0,10125.7767
2025-12-12,6827.41,10018.4029
2025-12-15,6816.51,10004.0375
2025-12-16,6800.26,9980.573
2025-12-17,6721.43,9865.0731
2025-12-18,6774.76,9943.4588
2025-12-19,6834.5,10031.2463
2025-12-22,6878.49,10096.4176
2025-12-23,6909.79,10142.3896
2025-12-24,6932.05,10175.0912
2025-12-26,6929.94,10172.9687
2025-12-29,6905.74,10137.747
2025-12-30,6896.24,10123.8264
2025-12-31,6845.5,10050.1061
2026-01-02,6858.47,10070.1205
2026-01-05,6902.05,10134.135
2026-01-06,6944.82,10197.6845
2026-01-07,6920.93,10162.6629
2026-01-08,6921.46,10163.4543
2026-01-09,6966.28,10229.6815
2026-01-12,6977.27,10246.6957
2026-01-13,6963.74,10227.0151
2026-01-14,6926.6,10172.6803
2026-01-15,6944.47,10199.1813
2026-01-16,6940.01,10193.3542
2026-01-20,6796.86,9983.4347
2026-01-21,6875.62,10099.3077
2026-01-22,6913.35,10154.8882
2026-01-23,6915.61,10159.1248
2026-01-26,6950.23,10209.982
2026-01-27,6978.6,10251.6867
2026-01-28,6978.03,10250.9384
2026-01-29,6969.01,10237.8358
2026-01-30,6939.03,10194.4637
2026-02-02,6976.44,10249.8856
2026-02-03,6917.81,10163.8243
2026-02-04,6882.72,10112.33
2026-02-05,6798.4,9988.5283
2026-02-06,6932.3,10185.6673
2026-02-09,6964.82,10234.4066
2026-02-10,6941.81,10201.1746
