date,iv_1m_put_25d,iv_1m_call_25d,iv_3m_atm_put
2017-08-29,10.83,7.01,11.06
2017-08-30,10.28,6.66,11.03
2017-08-31,8.92,6.54,10.61
2017-09-01,8.03,5.86,10.4
2017-09-05,11.12,7.41,11.5
2017-09-06,9.78,6.6,11.21
2017-09-07,9.3,6.12,11.19
2017-09-08,11.53,7.01,11.56
2017-09-11,7.57,6.15,10.7
2017-09-12,7.64,6.98,10.37
2017-09-13,8.0,7.4,10.17
2017-09-14,8.36,7.01,10.08
2017-09-15,4.2,4.32,9.86
2017-09-18,9.52,5.94,9.69
2017-09-19,9.45,6.04,9.6
2017-09-20,9.34,5.81,9.53
2017-09-21,9.01,5.84,9.57
2017-09-22,9.05,5.74,9.72
2017-09-25,9.54,6.17,10.01
2017-09-26,9.65,6.1,10.02
2017-09-27,9.37,6.01,9.9
2017-09-28,8.72,5.73,9.72
2017-09-29,8.19,5.56,9.53
2017-10-02,7.79,5.6,9.31
2017-10-03,7.91,5.82,9.25
2017-10-04,7.81,5.35,9.2
2017-10-05,7.22,5.69,8.95
2017-10-06,7.31,5.62,9.21
2017-10-09,8.4,6.01,9.36
2017-10-10,7.9,5.75,9.12
2017-10-11,7.44,5.52,8.93
2017-10-12,7.3,5.35,9.0
2017-10-13,6.17,4.93,8.77
2017-10-16,6.67,5.45,8.7
2017-10-17,6.93,5.86,8.76
2017-10-18,6.17,5.32,8.65
2017-10-19,6.82,6.16,8.67
2017-10-20,4.06,3.68,8.47
2017-10-23,10.51,6.46,9.05
2017-10-24,10.65,6.53,9.03
2017-10-25,11.41,6.73,9.43
2017-10-26,11.2,6.66,9.39
2017-10-27,9.34,5.76,8.78
2017-10-30,10.22,6.41,9.19
2017-10-31,9.49,6.25,9.06
2017-11-01,9.3,6.7,9.33
2017-11-02,8.91,6.51,9.5
2017-11-03,7.94,5.79,9.27
2017-11-06,7.6,5.77,9.44
2017-11-07,8.47,6.17,9.68
2017-11-08,7.7,5.75,9.75
2017-11-09,9.91,6.19,10.08
2017-11-10,10.61,6.85,10.58
2017-11-13,10.81,7.36,10.65
2017-11-14,10.96,7.25,10.76
2017-11-15,14.39,9.76,11.39
2017-11-16,8.5,6.76,10.56
2017-11-17,3.82,3.76,10.52
2017-11-20,10.15,6.46,10.17
2017-11-21,8.86,5.98,9.58
2017-11-22,8.95,6.22,9.5
2017-11-24,8.64,6.39,9.42
2017-11-27,8.95,6.66,9.58
2017-11-28,8.9,7.65,9.37
2017-11-29,9.69,7.98,9.68
2017-11-30,10.37,8.85,9.74
2017-12-01,11.37,8.65,10.04
2017-12-04,11.78,8.63,10.21
2017-12-05,10.61,7.98,10.24
2017-12-06,10.15,7.92,10.18
2017-12-07,8.62,7.6,9.86
2017-12-08,7.15,6.83,9.36
2017-12-11,7.98,7.52,9.11
2017-12-12,8.97,8.46,9.28
2017-12-13,8.94,8.7,9.33
2017-12-14,12.03,10.81,9.56
2017-12-15,4.42,5.06,8.99
2017-12-18,8.54,6.75,9.06
2017-12-19,9.26,6.97,9.42
2017-12-20,8.94,6.49,9.32
2017-12-21,8.87,6.41,9.37
2017-12-22,9.04,6.49,9.57
2017-12-26,9.32,6.8,9.84
2017-12-27,9.59,6.17,9.74
2017-12-28,9.29,5.95,9.58
2017-12-29,10.31,6.52,9.92
2018-01-02,8.74,5.93,9.52
2018-01-03,7.53,5.83,9.23
2018-01-04,7.29,6.41,9.33
2018-01-05,7.28,6.75,9.24
2018-01-08,7.11,6.68,9.32
2018-01-09,7.67,7.07,9.49
2018-01-10,7.49,6.51,9.43
2018-01-11,7.03,6.32,9.26
2018-01-12,7.92,6.89,9.47
2018-01-16,11.59,10.4,10.32
2018-01-17,11.67,10.19,10.26
2018-01-18,11.53,10.94,10.56
2018-01-19,6.44,6.06,10.03
2018-01-22,10.49,8.0,10.09
2018-01-23,10.62,8.43,10.23
2018-01-24,11.11,9.0,10.58
2018-01-25,11.3,9.0,10.66
2018-01-26,10.71,8.86,10.6
2018-01-29,14.31,11.02,11.84
2018-01-30,15.46,11.54,12.46
2018-01-31,14.02,10.66,11.91
2018-02-01,13.81,10.69,11.8
2018-02-02,18.23,12.5,13.59
2018-02-05,56.02,32.5,23.88
2018-02-06,35.06,23.53,16.51
2018-02-07,29.59,18.39,16.57
2018-02-08,43.17,27.98,21.49
2018-02-09,31.09,22.57,19.92
2018-02-12,26.62,20.52,17.19
2018-02-13,27.9,23.82,16.81
2018-02-14,21.62,16.46,15.04
2018-02-15,18.86,16.1,14.65
2018-02-16,10.41,9.97,14.54
2018-02-20,19.88,13.11,15.22
2018-02-21,20.03,13.57,15.38
2018-02-22,18.12,12.29,14.57
2018-02-23,14.87,10.67,13.16
2018-02-26,14.14,11.11,12.82
2018-02-27,17.85,12.63,14.29
2018-02-28,18.55,12.8,14.87
2018-03-01,21.85,14.56,16.43
2018-03-02,19.08,13.21,15.65
2018-03-05,18.05,13.64,14.91
2018-03-06,17.22,12.94,14.97
2018-03-07,17.21,12.39,14.81
2018-03-08,15.36,12.0,14.24
2018-03-09,11.71,11.38,13.09
2018-03-12,14.3,13.32,13.64
2018-03-13,14.62,12.08,13.94
2018-03-14,18.15,14.92,14.61
2018-03-15,12.27,12.81,14.23
2018-03-16,6.84,6.5,13.84
2018-03-19,17.81,11.71,15.3
2018-03-20,17.22,11.51,15.04
2018-03-21,17.28,11.36,14.88
2018-03-22,22.86,14.99,17.23
2018-03-23,24.61,16.43,18.65
2018-03-26,20.91,14.96,16.95
2018-03-27,22.3,16.8,18.45
2018-03-28,22.93,17.1,18.69
2018-03-29,20.52,16.04,17.37
2018-04-02,25.18,20.48,19.37
2018-04-03,23.01,17.85,18.01
2018-04-04,21.56,16.84,17.11
2018-04-05,19.99,15.16,16.33
2018-04-06,23.38,17.63,18.04
2018-04-09,24.67,19.16,18.02
2018-04-10,21.6,17.23,17.26
2018-04-11,21.25,16.93,17.23
2018-04-12,18.6,14.38,16.11
2018-04-13,16.66,13.35,15.4
2018-04-16,15.21,12.86,14.28
2018-04-17,14.01,11.52,13.3
2018-04-18,14.53,10.04,13.01
2018-04-19,15.52,13.01,13.56
2018-04-20,9.98,9.96,14.18
2018-04-23,16.18,11.95,14.07
2018-04-24,17.97,13.41,15.1
2018-04-25,18.21,13.5,15.0
2018-04-26,16.03,12.24,14.06
2018-04-27,14.97,11.48,13.96
2018-04-30,15.86,12.09,14.33
2018-05-01,15.55,11.83,13.94
2018-05-02,16.22,12.54,14.27
2018-05-03,15.82,11.76,14.2
2018-05-04,14.06,10.64,13.63
2018-05-07,14.45,11.31,13.67
2018-05-08,14.26,11.12,13.52
2018-05-09,11.99,10.05,12.79
2018-05-10,11.66,9.76,12.11
2018-05-11,10.48,8.46,11.72
2018-05-14,11.45,10.1,11.35
2018-05-15,14.98,11.88,12.19
2018-05-16,11.75,10.5,11.72
2018-05-17,12.58,10.63,11.69
2018-05-18,6.77,6.21,11.87
2018-05-21,12.24,9.0,11.38
2018-05-22,12.33,9.11,11.5
2018-05-23,11.71,8.49,11.17
2018-05-24,11.47,8.21,11.11
2018-05-25,12.18,8.53,11.34
2018-05-29,16.5,11.43,13.24
2018-05-30,13.3,9.54,12.23
2018-05-31,14.04,9.94,12.67
2018-06-01,12.07,9.02,11.75
2018-06-04,11.79,9.03,11.46
2018-06-05,11.6,8.93,11.37
2018-06-06,10.29,8.39,10.81
2018-06-07,11.17,8.91,10.98
2018-06-08,10.73,8.55,10.97
2018-06-11,12.96,10.49,11.07
2018-06-12,11.72,10.74,11.07
2018-06-13,12.16,11.14,11.4
2018-06-14,9.05,9.18,10.97
2018-06-15,5.8,5.67,11.02
2018-06-18,11.55,7.98,11.09
2018-06-19,12.81,8.27,11.65
2018-06-20,12.12,8.01,11.38
2018-06-21,13.95,8.97,12.18
2018-06-22,12.95,8.66,11.94
2018-06-25,17.38,10.9,13.87
2018-06-26,15.55,10.32,13.43
2018-06-27,17.74,12.03,14.51
2018-06-28,16.42,11.03,14.01
2018-06-29,15.3,10.61,13.61
2018-07-02,14.73,10.17,13.37
2018-07-03,15.7,10.91,13.85
2018-07-05,14.19,9.95,13.0
2018-07-06,11.6,8.54,12.22
2018-07-09,10.36,8.15,11.53
2018-07-10,10.11,7.62,11.29
2018-07-11,11.97,8.71,11.91
2018-07-12,10.2,8.14,11.35
2018-07-13,9.02,7.3,11.08
2018-07-16,10.87,8.51,11.33
2018-07-17,9.21,8.2,10.84
2018-07-18,8.16,7.38,10.68
2018-07-19,10.62,8.21,11.16
2018-07-20,6.59,5.56,11.21
2018-07-23,11.34,7.54,11.09
2018-07-24,11.24,7.66,10.86
2018-07-25,10.81,7.74,10.67
2018-07-26,10.77,7.72,10.68
2018-07-27,11.65,7.91,11.02
2018-07-30,13.26,8.77,11.7
2018-07-31,11.31,7.74,10.95
2018-08-01,11.97,8.3,11.18
2018-08-02,10.45,7.33,10.86
2018-08-03,9.07,6.74,10.53
2018-08-06,8.94,7.07,10.43
2018-08-07,8.41,6.91,10.23
2018-08-08,7.94,6.64,10.3
2018-08-09,8.33,6.83,10.59
2018-08-10,12.18,7.54,11.32
2018-08-13,15.32,9.53,12.1
2018-08-14,11.32,8.35,11.34
2018-08-15,14.36,9.88,12.14
2018-08-16,12.32,9.11,11.57
2018-08-17,6.13,5.54,11.27
2018-08-20,11.5,7.91,11.17
2018-08-21,11.7,8.02,11.18
2018-08-22,11.32,7.79,11.25
2018-08-23,11.24,7.76,11.34
2018-08-24,10.62,7.61,11.1
2018-08-27,10.02,7.73,10.93
2018-08-28,10.23,7.8,11.11
2018-08-29,9.89,7.85,11.1
2018-08-30,11.39,8.29,11.74
2018-08-31,10.51,7.66,11.24
2018-09-04,11.1,7.99,11.57
2018-09-05,12.23,8.34,12.08
2018-09-06,13.16,8.81,12.41
2018-09-07,12.92,8.84,12.55
2018-09-10,11.96,8.5,12.29
2018-09-11,10.34,7.69,11.79
2018-09-12,10.1,7.47,11.53
2018-09-13,8.58,6.93,11.08
2018-09-14,8.42,6.94,10.83
2018-09-17,12.48,10.2,11.44
2018-09-18,9.37,8.19,11.27
2018-09-19,9.35,7.27,10.92
2018-09-20,8.81,7.96,10.74
2018-09-21,5.03,5.72,10.9
2018-09-24,11.25,7.56,11.06
2018-09-25,11.56,7.76,11.24
2018-09-26,11.95,8.05,11.43
2018-09-27,11.16,7.57,11.03
2018-09-28,10.59,7.39,11.08
2018-10-01,10.52,7.36,11.1
2018-10-02,10.57,7.5,11.24
2018-10-03,10.41,7.36,11.16
2018-10-04,14.24,9.2,12.1
2018-10-05,15.04,9.69,12.61
2018-10-08,15.7,9.87,12.84
2018-10-09,15.34,10.08,13.0
2018-10-10,26.42,18.81,16.54
2018-10-11,32.36,22.92,17.6
2018-10-12,24.32,16.95,16.06
2018-10-15,27.02,19.49,16.52
2018-10-16,19.24,15.13,14.37
2018-10-17,19.16,15.28,14.58
2018-10-18,27.26,21.0,16.26
2018-10-19,14.97,13.97,16.33
2018-10-22,20.64,14.06,16.27
2018-10-23,21.83,15.09,16.67
2018-10-24,26.65,19.03,18.82
2018-10-25,25.7,19.54,18.28
2018-10-26,27.23,19.51,18.72
2018-10-29,28.15,20.76,19.24
2018-10-30,26.99,20.09,18.71
2018-10-31,24.12,17.75,17.91
2018-11-01,21.58,15.7,16.99
2018-11-02,22.18,15.68,17.45
2018-11-05,22.97,16.09,17.32
2018-11-06,22.28,15.89,16.7
2018-11-07,15.44,12.39,14.75
2018-11-08,16.02,12.21,14.64
2018-11-09,16.07,12.9,15.39
2018-11-12,25.01,18.25,17.02
2018-11-13,23.19,19.69,17.1
2018-11-14,26.28,22.68,18.1
2018-11-15,24.73,20.56,17.41
2018-11-16,12.3,10.43,16.46
2018-11-19,21.05,15.57,17.99
2018-11-20,23.16,17.24,19.49
2018-11-21,21.47,16.04,18.54
2018-11-23,22.23,17.34,18.83
2018-11-26,19.85,15.24,17.39
2018-11-27,20.13,15.86,17.4
2018-11-28,19.76,16.09,16.65
2018-11-29,20.5,16.02,16.94
2018-11-30,20.05,15.45,16.22
2018-12-03,17.45,13.62,15.03
2018-12-04,23.42,18.09,17.94
2018-12-06,23.84,18.27,18.39
2018-12-07,27.44,21.05,20.0
2018-12-10,25.41,20.28,19.61
2018-12-11,24.36,19.25,19.3
2018-12-12,23.84,19.68,18.99
2018-12-13,21.41,18.29,18.88
2018-12-14,22.82,19.45,19.92
2018-12-17,30.91,28.65,21.17
2018-12-18,34.05,34.05,21.31
2018-12-19,34.57,28.78,21.38
2018-12-20,39.84,40.35,22.72
2018-12-21,23.23,26.72,23.62
2018-12-24,37.95,29.73,26.09
2018-12-26,31.31,25.55,23.16
2018-12-27,32.28,25.37,23.58
2018-12-28,30.35,23.74,23.02
2018-12-31,26.92,20.81,21.19
2019-01-02,23.96,18.14,20.41
2019-01-03,27.57,21.2,22.16
2019-01-04,22.14,17.6,19.95
2019-01-07,22.78,17.99,19.75
2019-01-08,21.17,17.08,18.98
2019-01-09,20.3,15.98,18.56
2019-01-10,18.37,15.82,18.17
2019-01-11,15.92,14.18,17.48
2019-01-14,18.24,15.83,17.6
2019-01-15,17.43,15.79,16.5
2019-01-16,17.39,15.45,16.53
2019-01-17,17.54,17.14,16.28
2019-01-18,8.15,8.69,15.9
2019-01-22,21.06,15.17,17.57
2019-01-23,20.2,14.64,17.21
2019-01-24,19.03,13.73,16.58
2019-01-25,17.3,13.37,16.06
2019-01-28,19.39,14.54,16.83
2019-01-29,19.94,14.92,16.83
2019-01-30,17.37,13.68,15.82
2019-01-31,15.85,12.69,14.93
2019-02-01,14.89,12.01,14.69
2019-02-04,13.44,11.08,14.24
2019-02-05,13.3,11.29,14.09
2019-02-06,12.87,10.32,14.03
2019-02-07,15.12,11.29,14.74
2019-02-08,13.92,10.93,14.54
2019-02-11,16.84,13.27,14.61
2019-02-12,14.3,11.64,14.08
2019-02-13,13.4,12.28,14.11
2019-02-14,17.6,13.33,14.45
2019-02-15,6.98,6.76,13.68
2019-02-19,14.59,10.58,13.56
2019-02-20,13.68,9.96,13.0
2019-02-21,14.34,10.36,13.2
2019-02-22,13.05,9.57,12.64
2019-02-25,14.14,10.46,12.92
2019-02-26,14.51,10.49,13.15
2019-02-27,13.75,9.9,12.95
2019-02-28,14.06,9.84,12.98
2019-03-01,11.83,8.81,12.32
2019-03-04,14.18,9.73,12.95
2019-03-05,13.96,9.71,13.01
2019-03-06,15.38,11.09,13.69
2019-03-07,16.91,11.81,14.42
2019-03-08,15.51,10.41,14.38
2019-03-11,13.2,11.75,13.19
2019-03-12,12.54,11.18,12.82
2019-03-13,11.68,11.72,12.41
2019-03-14,13.35,11.5,12.47
2019-03-15,5.95,6.25,12.17
2019-03-18,13.03,9.67,12.42
2019-03-19,13.71,10.18,12.7
2019-03-20,14.09,10.6,13.01
2019-03-21,13.82,10.39,12.7
2019-03-22,17.31,12.67,14.66
2019-03-25,17.13,12.6,14.83
2019-03-26,15.33,11.15,13.96
2019-03-27,16.01,11.45,14.34
2019-03-28,14.94,10.67,13.84
2019-03-29,13.68,9.95,13.36
2019-04-01,12.45,9.47,12.73
2019-04-02,11.99,9.19,12.74
2019-04-03,12.33,9.62,12.78
2019-04-04,11.69,9.26,12.61
2019-04-05,10.31,8.34,12.11
2019-04-08,10.58,8.88,12.2
2019-04-09,12.15,9.34,12.87
2019-04-10,10.2,8.36,12.38
2019-04-11,9.28,8.04,12.32
2019-04-12,8.41,7.9,11.71
2019-04-15,9.62,8.67,11.7
2019-04-16,9.29,9.13,11.63
2019-04-17,11.17,9.46,11.87
2019-04-18,5.27,4.61,11.72
2019-04-22,12.01,8.57,11.71
2019-04-23,11.85,8.55,11.4
2019-04-24,12.7,9.03,11.72
2019-04-25,12.68,8.97,11.93
2019-04-26,11.99,8.56,11.63
2019-04-29,12.35,8.84,11.88
2019-04-30,12.33,8.8,11.87
2019-05-01,14.91,10.5,12.82
2019-05-02,14.5,9.76,12.76
2019-05-03,11.6,8.49,11.95
2019-05-06,16.3,10.86,13.1
2019-05-07,23.38,15.53,15.61
2019-05-08,24.23,15.89,15.31
2019-05-09,25.54,17.3,15.48
2019-05-10,19.18,13.19,14.1
2019-05-13,26.55,22.41,16.84
2019-05-14,21.04,16.28,15.59
2019-05-15,18.69,14.25,14.85
2019-05-16,18.35,14.6,14.0
2019-05-17,12.19,10.81,14.4
2019-05-20,17.71,11.97,14.87
2019-05-21,16.17,10.91,13.94
2019-05-22,16.05,10.74,13.96
2019-05-23,18.21,12.74,15.31
2019-05-24,17.05,11.91,14.98
2019-05-28,18.6,13.38,15.72
2019-05-29,18.99,14.13,16.26
2019-05-30,18.06,13.49,15.93
2019-05-31,19.57,15.06,16.91
2019-06-03,19.45,15.3,16.75
2019-06-04,17.44,13.45,15.54
2019-06-05,15.89,12.68,15.06
2019-06-06,15.78,12.57,14.66
2019-06-07,16.08,12.44,14.58
2019-06-10,16.3,12.84,14.39
2019-06-11,16.44,12.72,14.6
2019-06-12,15.85,12.16,14.65
2019-06-13,15.23,12.06,14.47
2019-06-14,13.42,11.21,14.4
2019-06-17,15.14,12.68,14.37
2019-06-18,18.39,15.52,14.13
2019-06-19,14.38,12.76,13.6
2019-06-20,14.94,13.77,13.58
2019-06-21,7.51,7.34,14.13
2019-06-24,15.37,11.69,13.91
2019-06-25,16.82,12.43,14.66
2019-06-26,16.76,12.2,14.54
2019-06-27,16.16,11.91,14.21
2019-06-28,15.1,11.33,13.6
2019-07-01,12.98,9.36,12.81
2019-07-02,10.8,7.88,11.96
2019-07-03,10.29,7.8,11.74
2019-07-05,10.25,8.13,12.07
2019-07-08,10.73,8.71,12.67
2019-07-09,11.11,8.78,12.78
2019-07-10,9.62,8.0,12.45
2019-07-11,9.33,7.75,12.2
2019-07-12,8.88,7.65,12.0
2019-07-15,9.74,8.37,12.19
2019-07-16,9.75,7.97,12.34
2019-07-17,11.42,10.37,13.04
2019-07-18,12.85,10.18,12.73
2019-07-19,7.91,7.33,13.32
2019-07-22,13.64,9.25,12.83
2019-07-23,12.54,8.73,12.36
2019-07-24,11.83,8.48,12.07
2019-07-25,12.57,8.86,12.57
2019-07-26,11.99,8.45,12.15
2019-07-29,12.48,8.8,12.38
2019-07-30,13.98,10.05,12.97
2019-07-31,17.03,11.46,14.12
2019-08-01,19.48,12.95,15.43
2019-08-02,18.7,12.46,15.58
2019-08-05,30.77,21.79,19.5
2019-08-06,24.18,16.6,17.4
2019-08-07,23.57,16.27,17.26
2019-08-08,18.33,12.2,15.26
2019-08-09,19.34,13.04,16.04
2019-08-12,26.69,19.38,18.1
2019-08-13,20.63,14.95,15.91
2019-08-14,34.63,24.81,19.38
2019-08-15,30.16,22.57,18.8
2019-08-16,13.44,11.49,17.25
2019-08-19,18.82,12.15,15.98
2019-08-20,19.38,12.74,16.51
2019-08-21,17.63,11.66,15.45
2019-08-22,18.6,12.02,15.84
2019-08-23,21.89,14.96,18.08
2019-08-26,21.39,14.25,17.7
2019-08-27,22.36,15.05,18.17
2019-08-28,21.22,14.17,17.48
2019-08-29,19.64,12.53,16.33
2019-08-30,20.86,13.35,16.67
2019-09-03,21.64,14.05,17.36
2019-09-04,18.51,12.1,16.01
2019-09-05,15.97,11.3,15.02
2019-09-06,13.94,10.13,14.52
2019-09-09,14.45,10.48,14.56
2019-09-10,14.4,10.55,14.46
2019-09-11,13.33,10.43,14.2
2019-09-12,13.08,10.19,13.84
2019-09-13,12.96,10.02,13.87
2019-09-16,16.59,12.84,14.45
2019-09-17,16.42,13.5,14.58
2019-09-18,15.67,14.2,14.28
2019-09-19,13.66,11.76,14.29
2019-09-20,10.0,8.54,15.15
2019-09-23,15.86,10.16,14.91
2019-09-24,18.08,12.08,16.01
2019-09-25,16.92,10.84,15.4
2019-09-26,16.79,11.17,15.54
2019-09-27,18.63,12.02,16.18
2019-09-30,17.14,11.07,15.33
2019-10-01,20.5,13.41,16.87
2019-10-02,23.02,16.35,18.62
2019-10-03,21.52,14.76,17.59
2019-10-04,18.44,12.4,15.96
2019-10-07,19.81,14.01,16.4
2019-10-08,22.21,16.76,18.08
2019-10-09,20.52,15.33,17.02
2019-10-10,19.49,15.21,16.35
2019-10-11,16.96,12.23,15.11
2019-10-14,15.29,11.08,14.66
2019-10-15,13.44,10.86,13.87
2019-10-16,12.17,10.32,13.9
2019-10-17,12.13,10.17,13.83
2019-10-18,7.74,7.27,14.09
2019-10-21,14.05,9.87,13.57
2019-10-22,14.6,10.08,13.85
2019-10-23,13.89,9.77,13.59
2019-10-24,13.49,9.34,13.57
2019-10-25,12.12,8.77,12.94
2019-10-28,12.5,9.46,12.99
2019-10-29,12.49,9.35,13.13
2019-10-30,11.61,8.71,12.82
2019-10-31,12.47,9.03,13.1
2019-11-01,10.53,8.57,12.52
2019-11-04,11.11,8.71,12.65
2019-11-05,11.05,8.76,12.85
2019-11-06,9.59,7.69,12.86
2019-11-07,9.69,8.2,12.91
2019-11-08,8.41,7.41,12.77
2019-11-11,9.94,8.54,12.93
2019-11-12,9.96,8.66,12.84
2019-11-13,10.79,8.15,12.96
2019-11-14,10.86,8.52,12.88
2019-11-15,5.5,5.24,12.31
2019-11-18,13.21,8.82,12.42
2019-11-19,13.58,8.88,12.66
2019-11-20,13.71,8.7,12.84
2019-11-21,14.05,8.96,13.11
2019-11-22,13.51,8.3,12.83
2019-11-25,12.25,8.07,12.34
2019-11-26,11.98,7.79,12.14
2019-11-27,11.72,8.28,12.21
2019-11-29,13.41,8.47,12.88
2019-12-02,16.43,10.63,14.15
2019-12-03,18.11,11.69,15.17
2019-12-04,16.68,10.92,14.54
2019-12-05,15.93,10.64,14.38
2019-12-06,14.43,9.33,13.6
2019-12-09,17.46,11.08,14.44
2019-12-10,17.04,10.85,14.4
2019-12-11,15.74,10.23,14.09
2019-12-12,14.78,10.31,13.18
2019-12-13,11.7,7.94,12.52
2019-12-16,10.12,9.48,12.13
2019-12-17,9.3,8.83,12.2
2019-12-18,8.66,8.45,12.38
2019-12-19,8.93,9.19,12.17
2019-12-20,4.53,4.47,12.32
2019-12-23,12.16,8.0,12.41
2019-12-24,12.37,7.95,12.53
2019-12-26,11.89,8.13,12.55
2019-12-27,12.88,8.65,12.92
2019-12-30,14.6,9.81,13.71
2019-12-31,13.07,8.95,12.96
2020-01-02,11.15,8.03,12.38
2020-01-03,13.99,9.07,13.33
2020-01-06,12.85,8.95,13.24
2020-01-07,13.06,9.15,13.16
2020-01-08,12.05,8.83,12.64
2020-01-09,10.48,8.07,12.15
2020-01-10,10.33,8.08,12.25
2020-01-13,10.64,9.01,11.95
2020-01-14,11.56,9.38,11.97
2020-01-15,10.62,9.6,11.93
2020-01-16,10.37,8.85,11.7
2020-01-17,4.22,4.96,11.62
2020-01-21,13.47,8.94,12.11
2020-01-22,13.64,8.96,12.22
2020-01-23,13.69,8.86,12.21
2020-01-24,15.74,10.03,13.3
2020-01-27,19.98,12.7,15.25
2020-01-28,17.62,11.38,14.19
2020-01-29,17.68,11.58,14.21
2020-01-30,16.41,10.67,13.7
2020-01-31,20.08,13.28,15.4
2020-02-03,19.24,12.97,14.99
2020-02-04,15.94,11.09,13.55
2020-02-05,14.11,9.79,12.89
2020-02-06,13.53,9.14,12.57
2020-02-07,14.66,10.01,13.16
2020-02-10,13.44,9.47,12.81
2020-02-11,13.53,9.81,12.85
2020-02-12,11.22,8.32,12.19
2020-02-13,12.03,8.62,12.52
2020-02-14,10.41,7.84,12.33
2020-02-18,13.08,9.67,12.76
2020-02-19,10.43,8.73,12.45
2020-02-20,15.21,11.84,13.11
2020-02-21,10.47,8.89,14.12
2020-02-24,27.66,17.42,18.37
2020-02-25,29.66,20.67,20.46
2020-02-26,29.71,21.18,20.48
2020-02-27,44.7,30.82,27.08
2020-02-28,49.64,31.04,27.04
2020-03-02,38.55,23.77,23.73
2020-03-03,45.23,28.23,26.47
2020-03-04,36.66,23.06,23.02
2020-03-05,48.67,30.2,28.82
2020-03-06,51.62,31.5,31.75
2020-03-09,71.96,49.87,40.42
2020-03-10,61.96,41.68,36.53
2020-03-11,74.07,52.06,41.24
2020-03-12,112.64,84.04,53.96
2020-03-13,81.73,52.67,43.52
2020-03-16,146.99,98.11,63.26
2020-03-17,116.74,83.44,57.56
2020-03-18,125.17,89.59,62.69
2020-03-19,111.29,97.8,56.59
2020-03-20,81.41,80.05,51.78
2020-03-23,66.36,50.97,44.86
2020-03-24,65.84,52.02,40.89
2020-03-25,70.9,52.62,44.06
2020-03-26,68.87,46.53,40.08
2020-03-27,73.43,49.45,44.38
2020-03-30,62.59,42.54,40.71
2020-03-31,59.3,38.35,38.82
2020-04-01,63.88,44.63,44.23
2020-04-02,56.98,38.31,40.63
2020-04-03,50.87,35.38,38.69
2020-04-06,49.74,34.93,35.15
2020-04-07,50.47,38.84,36.19
2020-04-08,45.64,33.44,34.88
2020-04-09,42.4,32.89,34.12
2020-04-13,44.32,36.67,34.22
2020-04-14,42.34,33.83,31.18
2020-04-15,44.17,36.45,33.77
2020-04-16,41.63,37.63,33.83
2020-04-17,26.36,25.36,31.91
2020-04-20,47.17,30.81,35.61
2020-04-21,48.74,33.42,38.26
2020-04-22,44.95,30.27,35.51
2020-04-23,43.86,29.86,35.49
2020-04-24,37.31,25.34,32.47
2020-04-27,34.78,23.55,29.87
2020-04-28,35.4,23.56,29.79
2020-04-29,32.18,21.95,27.56
2020-04-30,36.91,24.32,29.1
2020-05-01,39.82,26.93,32.15
2020-05-04,37.84,26.42,31.2
2020-05-05,36.21,25.02,29.98
2020-05-06,36.43,25.98,30.3
2020-05-07,31.17,22.48,28.88
2020-05-08,24.35,18.79,26.16
2020-05-11,25.47,21.47,25.21
2020-05-12,33.63,28.72,28.16
2020-05-13,39.7,30.8,30.39
2020-05-14,33.28,28.36,28.48
2020-05-15,20.09,20.26,28.15
2020-05-18,31.02,20.48,25.27
2020-05-19,32.65,21.56,26.25
2020-05-20,29.43,20.11,24.83
2020-05-21,31.09,21.18,26.07
2020-05-22,29.51,20.12,25.61
2020-05-26,28.7,19.41,24.63
2020-05-27,28.11,18.93,23.64
2020-05-28,28.82,19.39,24.45
2020-05-29,27.45,18.97,23.52
2020-06-01,28.39,19.82,24.13
2020-06-02,26.48,18.57,23.3
2020-06-03,24.87,18.23,22.67
2020-06-04,24.82,18.18,22.85
2020-06-05,22.65,18.31,21.04
2020-06-08,24.68,20.28,21.6
2020-06-09,27.45,21.6,23.19
2020-06-10,27.6,21.93,23.28
2020-06-11,43.54,32.9,32.2
2020-06-12,38.58,29.74,29.56
2020-06-15,38.08,32.36,28.36
2020-06-16,39.66,33.46,27.43
2020-06-17,33.06,27.2,27.55
2020-06-18,31.55,26.33,27.57
2020-06-19,20.86,24.75,28.56
2020-06-22,32.45,21.79,26.66
2020-06-23,32.03,21.2,26.4
2020-06-24,35.25,23.91,28.68
2020-06-25,32.46,22.27,27.11
2020-06-26,35.3,24.37,28.97
2020-06-29,31.98,21.9,27.0
2020-06-30,29.94,20.76,25.39
2020-07-01,27.66,19.43,24.64
2020-07-02,25.23,17.92,24.11
2020-07-06,25.74,19.02,23.84
2020-07-07,28.08,19.96,25.01
2020-07-08,24.71,18.56,24.27
2020-07-09,26.41,19.27,25.19
2020-07-10,22.13,17.43,24.1
2020-07-13,31.4,25.61,27.01
2020-07-14,29.9,23.98,25.01
2020-07-15,26.4,20.52,24.36
2020-07-16,28.24,22.09,24.36
2020-07-17,13.06,13.78,23.29
2020-07-20,24.76,17.15,22.0
2020-07-21,25.43,17.41,22.23
2020-07-22,24.52,16.47,21.81
2020-07-23,26.39,17.41,22.87
2020-07-24,25.83,17.48,23.25
2020-07-27,24.72,16.4,22.59
2020-07-28,25.37,16.85,23.11
2020-07-29,23.51,16.09,22.22
2020-07-30,24.2,16.64,22.86
