date,csi,z_hhi,z_cr_10,z_entropy_concentration,hhi,cr_10,entropy_concentration
2005-01-31,-1.6525396892215198,-1.4888269478142755,-1.9177067280728302,-1.551085391777454,0.0084546159100148,0.21890654204822,0.1220707477657025
2005-02-28,-1.5363003879725385,-1.3402965563116473,-1.7623841631170187,-1.5062204444889498,0.0085677679598459,0.2199747315633193,0.1221157161942239
2005-03-31,-1.6773918145573472,-1.4462279981961577,-2.004466926303998,-1.5814805191718861,0.0084286076360851,0.2161526861588016,0.1204090160915165
2005-04-29,-1.4530238568269855,-1.2529761629883989,-1.700654738623931,-1.405440668868627,0.0085928489301869,0.2191331286438415,0.1224299274076308
2005-05-31,-1.5477906005056334,-1.4040027474795627,-1.7503583405050742,-1.4890107135322632,0.0084108099451829,0.2178252483873573,0.1206780968779225
2005-06-30,-1.7179303245954722,-1.582395580758441,-1.940971400932665,-1.6304239920953107,0.0081894829939344,0.2145434451008752,0.1179399435735321
2005-07-29,-2.0178885852725714,-1.8271012495514563,-2.435716672591325,-1.790847833674932,0.0078798489472745,0.2065382720372424,0.1147089041123946
2005-08-31,-1.9146714724028129,-1.7062371305875617,-2.3419106430634278,-1.6958666435574488,0.0079508289828954,0.2061709965551809,0.1153681211902213
2005-09-30,-1.821978733832367,-1.5837856977278002,-2.251161485877261,-1.6309890178920399,0.0080344790899054,0.2059469580638441,0.1156639830357464
2005-10-31,-1.7039823232648796,-1.5862086262700479,-2.008747425370537,-1.5169909181540544,0.0079879985553655,0.2082754240323311,0.1168426252042428
2005-11-30,-1.6494104915283199,-1.5270408251076877,-1.9293433337361636,-1.4918473157411083,0.0080112407739056,0.2084376946437768,0.1166851090083792
2005-12-30,-1.7922148902998931,-1.6507824600642167,-2.1298288213276466,-1.5960333895078165,0.0078298024659391,0.2041954075706964,0.1144089932145479
2006-01-31,-1.9049385566350017,-1.7835183123481164,-2.189621586245393,-1.7416757713114956,0.0076263572364931,0.201881278679431,0.1112994807798792
2006-02-28,-1.8650041690357213,-1.7974455142625987,-2.1145727249171222,-1.6829942679274423,0.0075509575971058,0.2017488573535126,0.1115088102714773
2006-03-31,-1.8115163447581935,-1.7069669686667879,-2.0494539620101673,-1.6781281035976243,0.0076002747031704,0.2015811445952829,0.1108596844709001
2006-04-28,-1.8828743883308112,-1.7783735467531858,-2.2009848938302743,-1.6692647244089736,0.0074603482499031,0.1976322344922091,0.1102880354793844
2006-05-31,-1.828895860518837,-1.7363346565835314,-2.1075091261888343,-1.6428437987841458,0.0074540791405369,0.1978685595324018,0.1100409546881883
2006-06-30,-1.813081019892364,-1.7236234250505702,-2.110316835904337,-1.6053027987221848,0.0074150369677663,0.1964724504269739,0.1100271687946086
2006-07-31,-1.5124154761687836,-1.4155396881200941,-1.7619709414371392,-1.359735798949118,0.007748811987849,0.201749082432965,0.1137923244192382
2006-08-31,-1.4224996291123067,-1.3615376936994792,-1.5757554982181137,-1.3302056954193269,0.0077835208925748,0.2044313476567769,0.1138920703445964
2006-09-29,-1.391653711614887,-1.320648136744246,-1.573341831957319,-1.2809711661430967,0.0078050470487525,0.2038437025904685,0.1143717265530406
2006-10-31,-1.4339468780985254,-1.3523275536347872,-1.6757706006553768,-1.2737424800054125,0.0077375334280685,0.2012459248667587,0.1141339050770546
2006-11-30,-1.4293155750002553,-1.301072279493181,-1.681621833183559,-1.3052526123240256,0.0077735315356623,0.2003955200184409,0.1132039711832635
2006-12-29,-1.3642901137881107,-1.2366659631277328,-1.613998008025179,-1.2422063702114203,0.0078289671691814,0.2009836804683009,0.1139696655863222
2007-01-31,-1.3650953924025948,-1.2679698982267522,-1.576199039979075,-1.2511172390019571,0.0077660203675977,0.2010641813290951,0.1134730030331514
2007-02-28,-1.5638617389766027,-1.474719979991439,-1.7927413502500607,-1.4241238866883081,0.0074765657439528,0.1960892656559593,0.1099683105160642
2007-03-30,-1.4959786751967188,-1.3864406379126804,-1.744621432314919,-1.3568739553625566,0.0075563786407553,0.1962015722591577,0.1107566900041902
2007-04-30,-1.5290862611775602,-1.4214080632411303,-1.7895742212124004,-1.3762764990791507,0.0074813486707705,0.1944591909432733,0.1099956526559782
2007-05-31,-1.514049486578312,-1.3904702860898743,-1.8090116292191638,-1.3426665444258983,0.0074905810842019,0.1931822745222074,0.110208583409612
2007-06-29,-1.4532302467813778,-1.2966682292744944,-1.7570116214792035,-1.3060108895904352,0.0075840102960196,0.1933909326194258,0.1105058396141508
2007-07-31,-1.34012114521944,-1.1776598124569684,-1.646538981205408,-1.196164641995943,0.0077148842823983,0.1949209727314901,0.112196559982995
2007-08-31,-1.226124080629603,-1.0896600255780007,-1.5221110727547318,-1.0666011435560765,0.0078099325932231,0.1968838559393362,0.114316299810328
2007-09-28,-1.07119340100988,-0.9334187376676337,-1.3400108520062295,-0.940150613355777,0.0079965764468179,0.2002060684941847,0.1164350006115569
2007-10-31,-1.0583918691643068,-0.9018537531054537,-1.401915762952933,-0.871406091434534,0.0080254964912314,0.1984563395864097,0.1175316567946149
2007-11-30,-1.1172288623144102,-0.9380994763524888,-1.5704248102991314,-0.8431623002916103,0.007967500516091,0.1943387355310827,0.1179039729538095
2007-12-31,-0.9138444905104302,-0.7446813934091905,-1.2791142319711484,-0.7177378461509517,0.0082052922036763,0.200066005626042,0.1200684517532452
2008-01-31,-0.9612637383588828,-0.7947790430677546,-1.3151290024076996,-0.7738831696011939,0.0081332950707371,0.1989100856133826,0.1189397151590663
2008-02-29,-1.0426277544578142,-0.9107803580443309,-1.3724543921436363,-0.8446485131854755,0.0079757817959259,0.1972626031558443,0.1175316897006504
2008-03-31,-0.788626325476767,-0.7299937497594355,-0.9010481207972094,-0.7348371058736561,0.0081969031427488,0.2070840164569017,0.1194015361252132
2008-04-30,-0.9345730613366782,-0.8430097278071131,-1.1565967941412445,-0.8041126620616768,0.0080453231498901,0.2013767850550893,0.1180395452265695
2008-05-30,-1.1636624268102056,-1.1051323103374195,-1.4050130861832224,-0.9808418839099755,0.0076999776732621,0.1956526666499492,0.1147034831999639
2008-06-30,-0.987568734794151,-0.932509991129794,-1.1440379198066755,-0.8861582934459836,0.0079065064716325,0.2009393662908349,0.1162573974080936
2008-07-31,-1.0206285395269428,-0.9904625934309759,-1.2520165712240199,-0.8194064539258326,0.0078213877567845,0.1982912141323395,0.1173306098552676
2008-08-29,-1.0585721425524308,-1.04382894292333,-1.2692412211133184,-0.8626462636206442,0.0077408023390021,0.19757318995238,0.1164282842432151
2008-09-30,-0.5592270291229887,-0.5233474338309857,-0.717225560071114,-0.4371080934668664,0.0083922853935593,0.2093285474061374,0.1239698720332991
2008-10-31,0.049492283701284105,0.08842386940629195,-0.05991819418490913,0.11997117588246949,0.0091605864150864,0.2234206433493773,0.1338721529451592
2008-11-28,0.5943052368147433,0.7879687634177068,0.5265651705347101,0.4683817764918132,0.0100418833961111,0.2360072532194342,0.1400770940869717
2008-12-31,0.46730321310546324,0.6766622696642874,0.36905958921547316,0.35618778043662913,0.009908834133783,0.2326978844038401,0.1381342759428377
2009-01-30,0.27463274984944314,0.598924072605964,-0.09636980154594714,0.3213439784883125,0.0098168174474167,0.2228271680894744,0.137551759995759
2009-02-27,0.4470094726193498,0.6995406858674754,0.21138062650257805,0.4301071054879959,0.0099474962888626,0.2293387947883881,0.1394916701991984
2009-03-31,0.18245340840853683,0.34750655675067277,-0.06819644627498986,0.2680501147499276,0.0095141635841979,0.2234619177695887,0.1366946900628066
2009-04-30,-0.35931958127005875,-0.3052552479825515,-0.5159507203858854,-0.2567527754417393,0.0087080254509459,0.2140416822385345,0.1275815759379266
2009-05-29,-0.4950038167787855,-0.42874937902580845,-0.7608057877977911,-0.29545628351275693,0.0085537239063658,0.2088289545343371,0.1268893686593053
2009-06-30,-0.4265780481857462,-0.2981550677723308,-0.8033951581333778,-0.17818391865152997,0.0087116523587538,0.2078216891712349,0.128890400040445
2009-07-31,-0.6292003126092353,-0.5572270360097733,-0.988138286042223,-0.34223561577570927,0.008392300412822,0.2038074894955257,0.126055474473839
2009-08-31,-0.7758212533618085,-0.7067422944116667,-1.1421427027522681,-0.47857876292149076,0.0082052037218569,0.2003708948121858,0.1236887496856049
2009-09-30,-0.8989083423863106,-0.8159301237905683,-1.331736577613248,-0.549058325755116,0.0080658362507545,0.1960944312849104,0.1224396852102316
2009-10-30,-0.6399430667958564,-0.5561226276321419,-1.0132815805434596,-0.35042499221196743,0.0083763662877812,0.2025537831692705,0.1257748186756775
2009-11-30,-0.5833758622877878,-0.5127386510478631,-0.9598152003648519,-0.27757373545064845,0.0084253994531457,0.2035057256426062,0.1269825674886127
2009-12-31,-0.9014880108704647,-0.8548253614757569,-1.2457569293935316,-0.6038817417421058,0.0080066223754246,0.1972602938422508,0.121441681840427
2010-01-29,-0.9563540731347001,-0.9113753595942231,-1.3279633755596938,-0.6297234842501834,0.0079303389926613,0.1952181590946821,0.1209474142212824
2010-02-26,-1.0356301079647363,-0.9728191639124817,-1.4288350077199872,-0.7052361522617403,0.007847172663347,0.192720341849291,0.1196123332564169
2010-03-31,-1.08226852770482,-1.0615046087786373,-1.4207008900965954,-0.7646000842392273,0.0077295941625585,0.1925164683104943,0.1185392795109531
2010-04-30,-1.1308742484360552,-1.0935609543973348,-1.4462289492359244,-0.8528328416749063,0.0076793164740147,0.1915863450492879,0.1169700907737775
2010-05-28,-1.1962479017307481,-1.1626601749495664,-1.5040242288505854,-0.9220593013920929,0.0075829385179324,0.189930878822781,0.1157037930513328
2010-06-30,-1.0377930555197563,-1.0069352794164768,-1.3235049099882343,-0.782938977154558,0.00776053337284,0.1934736781529457,0.117932744167525
2010-07-30,-1.111034531214915,-1.081759479489151,-1.4230420216685309,-0.8283020924870634,0.0076592073384658,0.1909691635712667,0.1170876735388476
2010-08-31,-1.0875792905043316,-1.0695415928139056,-1.3722097993607194,-0.8209864793383693,0.007662990878634,0.1917241221767349,0.1171192088511582
2010-09-30,-1.1769571624437531,-1.157588607340735,-1.4532632000436438,-0.92001967994688,0.0075440439464214,0.1895864383744297,0.1153692546472732
2010-10-29,-1.1265079272390779,-1.1010127493253217,-1.3941735103691253,-0.8843375220227871,0.0076008568928549,0.1905192696420866,0.1158584913123266
2010-11-30,-1.1885325145208698,-1.1474973966019484,-1.434626272681844,-0.9834738742788173,0.0075322786392691,0.1892659400946184,0.1140957933072346
2010-12-31,-1.235526663877856,-1.1711986250174071,-1.5017115539324424,-1.0336698126837185,0.0074907014322214,0.1873847990764376,0.1131303504206463
2011-01-31,-1.1319352149622386,-1.0388273643168078,-1.3796496738104251,-0.9773286067594827,0.0076410643458964,0.1897303162952532,0.1139420211315451
2011-02-28,-1.1876444892894582,-1.0957709105608635,-1.402284099909957,-1.0648784573975543,0.0075610305712263,0.1888820491072593,0.1123523302222094
2011-03-31,-1.27769652348148,-1.1781791091021385,-1.5080697051704244,-1.1468407561718772,0.0074482905374093,0.1861263943594694,0.1108312798390024
2011-04-29,-1.2955542508304216,-1.2190796978252196,-1.47876016665988,-1.1888228880061653,0.0073848850935237,0.1863849938085214,0.1099585265782088
2011-05-31,-1.3609995503136725,-1.3018985555323912,-1.524695790165387,-1.2564043052432392,0.0072682880646401,0.1849360181221241,0.1086379391121715
2011-06-30,-1.3490865051460894,-1.315492632961942,-1.4756944792899889,-1.2560724031863373,0.007235559954228,0.185647184192344,0.108445285125006
2011-07-29,-1.1163758522161755,-1.0738949843082808,-1.2081553150216793,-1.0670772573185665,0.0075207614314412,0.1914379047973922,0.1114562034871196
2011-08-31,-0.945871795546207,-0.9293962114857861,-0.9754206225126386,-0.9327985526401963,0.0076899600253945,0.1965420077975583,0.1135901245279877
2011-09-30,-0.5679524838613229,-0.5499819119338916,-0.5312864925007952,-0.6225890471492821,0.0081509638923809,0.2065222761184696,0.1187085860636256
2011-10-31,-0.8480402439998563,-0.8178367600219443,-0.8691761454721475,-0.8571078265054772,0.0078182172805176,0.1987852998794183,0.1147210380456608
2011-11-30,-0.8506354721574768,-0.8285440837655611,-0.889688524503942,-0.8336738082029272,0.0077991672376633,0.1981968330931698,0.1150276401953699
2011-12-30,-0.6436209538661044,-0.5950994256350328,-0.6303098843612105,-0.7054535516020699,0.0080799565573479,0.2039640542953231,0.1170943399560202
2012-01-31,-0.7369221443996145,-0.6797326229565256,-0.7363671726639798,-0.7946666375783382,0.0079729683324596,0.2014942097738156,0.1155417934442368
2012-02-29,-0.5808049734595926,-0.4515979552375475,-0.5916079347121006,-0.6992090304291295,0.008247307292018,0.2046779170886992,0.1170618998269734
2012-03-30,-0.4668135862118503,-0.2670942577545412,-0.5610891973176427,-0.5722573035633671,0.0084692164795077,0.2053042555617792,0.1191158889474018
2012-04-30,-0.5211743691156289,-0.33150233121375067,-0.6348506313432951,-0.5971701447898407,0.0083900896653886,0.203590795293599,0.1186600960585106
2012-05-31,-0.31101114296668525,-0.1333671428279373,-0.33461493939614634,-0.46505134667597214,0.0086276233935074,0.2102493028504606,0.1208011921108862
2012-06-29,-0.22838899803628332,-0.05828643008997884,-0.2517195925294153,-0.3751609714894558,0.008717307826202,0.2120700571339989,0.1222518869739898
2012-07-31,-0.06865449404792891,0.11184638848146236,-0.09368510169530508,-0.224124768929944,0.008920825164714,0.2155609871726722,0.1247088299512806
2012-08-31,-0.0875248459712273,0.19589722471398155,-0.19477067908435183,-0.2637010835433116,0.0090216126296988,0.2133163666319233,0.1240486331769311
2012-09-28,-0.05906241829448341,0.19522307152200374,-0.10768913411974068,-0.2647211922857133,0.0090215977557086,0.2152234549445612,0.1240170220107135
2012-10-31,-0.3591635056913647,-0.16851264499306168,-0.4450817482394503,-0.46389612384158213,0.0085909571634284,0.2077904202834076,0.1207607616281
2012-11-30,-0.5267668225458659,-0.3554051607527139,-0.64882236229207,-0.576072944592814,0.0083692097343046,0.2032712195565746,0.1189080843306134
2012-12-31,-0.8394536148597398,-0.7241040035060741,-0.9721433489766144,-0.8221134920965311,0.0079318074564589,0.19608300995226,0.114869487242707
2013-01-31,-1.1677160926665247,-1.1356272060971535,-1.3107063671164192,-1.0568147047860015,0.0074391742038464,0.1884456525194751,0.1109733552957268
2013-02-28,-1.1880868782010283,-1.191137169414345,-1.2995217102165766,-1.0736017549721628,0.0073631429107866,0.188444896498727,0.1105837552608611
2013-03-28,-1.3005256623072174,-1.3154414291668433,-1.424861553081029,-1.16127400467378,0.0072034884526337,0.1853952762316834,0.1090304432652777
2013-04-30,-1.2851674209505706,-1.3046279323231078,-1.4245004664263676,-1.1263738641022363,0.0072030606321112,0.1851017498408567,0.1094633370194809
2013-05-31,-1.3279625243925564,-1.3541918532340382,-1.449752723512084,-1.1799429964315467,0.0071302101545264,0.1842312604907218,0.1084546519871892
2013-06-28,-1.418451467317242,-1.4554275239963943,-1.5512034977966531,-1.2487233801586781,0.0069934160946083,0.181617245617179,0.1071805263883066
2013-07-31,-1.4198981148562424,-1.453603153933744,-1.546652439232648,-1.2594387514023349,0.0069788061692374,0.1813539171579216,0.1068428342641967
2013-08-30,-1.4094792831635188,-1.4422471791467049,-1.4885507452491993,-1.2976399250946529,0.0069759293139311,0.182320104845601,0.1060479363882814
2013-09-30,-1.5987587382870416,-1.6289989914658096,-1.7155490963982478,-1.4517281269970677,0.0067303729756663,0.1767607016630463,0.1033151906788888
2013-10-31,-1.4659374808329468,-1.5106173355993349,-1.520571862563419,-1.3666232443360864,0.0068545239702148,0.180810880874941,0.1045088435201899
2013-11-29,-1.3676611715316394,-1.4057523954321811,-1.4060556183077633,-1.2911755008549732,0.0069658284434875,0.1831164373867569,0.1055726845516141
2013-12-31,-1.4529553028749842,-1.4790449871871727,-1.51027959614318,-1.3695413252946,0.0068597427141501,0.1804077506683662,0.1040922521357409
2014-01-31,-1.5505457638073208,-1.58491646609384,-1.633583457000286,-1.4331373683278363,0.0067106080928325,0.1771832071808869,0.1028300505549077
2014-02-28,-1.6129478050845218,-1.6279729911751242,-1.7324981066605323,-1.478372317417909,0.0066362499521447,0.1744384258647265,0.1018514420814453
2014-03-31,-1.5362463105349644,-1.5710639586586999,-1.604128008621016,-1.4335469643251775,0.006686203350323,0.1770052584839714,0.1023782726864378
2014-04-30,-1.5945180722027514,-1.5348557781920997,-1.8151972098582754,-1.4335012285578796,0.0067120689193421,0.1715774599434147,0.1021642791242741
2014-05-30,-1.580941623558724,-1.5626856763944434,-1.7283138831040203,-1.4518253111777077,0.0066580246179199,0.1731303003795898,0.1016382340931807
2014-06-30,-1.6024948080594361,-1.5791023394176216,-1.731602552954016,-1.496779531806671,0.0066175480068453,0.1725765655061316,0.100649898071333
2014-07-31,-1.5003240778116436,-1.4620794220420903,-1.6621184501701467,-1.3767743612226933,0.0067470695230371,0.1737869974769312,0.1024695319494384
2014-08-29,-1.4912448997607453,-1.4428214885282922,-1.6541223721768052,-1.3767908385771386,0.0067551286478508,0.1735522127403296,0.1022759984620704
2014-09-30,-1.437193098709958,-1.404757791269521,-1.6212308642405593,-1.285590640619793,0.0067879260627893,0.173933116205621,0.1036496554126641
2014-10-31,-1.41837255882625,-1.3733523657263196,-1.5759839092098107,-1.3057814015426192,0.0068132818308879,0.1746413806630388,0.1031386031496046
2014-11-28,-1.3759135301131984,-1.2962651597847277,-1.559223084613775,-1.2722523459410922,0.0068982821420454,0.1746789729307443,0.1035468030289323
2014-12-31,-1.5120834508275756,-1.4759069062649384,-1.679960725072185,-1.3803827211456028,0.0066540494513977,0.1713221532303824,0.1015209435272527
2015-01-30,-1.5106444016100236,-1.398952664283251,-1.7692879818100749,-1.363692558736745,0.0067370955371839,0.168651953072486,0.1016190650470645
2015-02-27,-1.4635989763808643,-1.3252402356058413,-1.7358026698506834,-1.3297540236860688,0.0068180521922957,0.1689933673250901,0.1020229870365785
2015-03-31,-1.5512811185845656,-1.4201235419898193,-1.8052443291348022,-1.4284754846290753,0.0066817546295935,0.1667596968467729,0.1001305915910072
2015-04-30,-1.4344459957442135,-1.3135935384524666,-1.6752025327944262,-1.314541915985748,0.0068055339271993,0.1695395136453621,0.1019137500693189
2015-05-29,-1.4202146167217229,-1.2842063719876777,-1.686033355871866,-1.2904041223056248,0.0068312947628151,0.1688269381364174,0.1021666328039243
2015-06-30,-1.4390224054185066,-1.3152703967382613,-1.7120992112866724,-1.2896976082305864,0.0067788076801289,0.1677150942846891,0.1020180056390834
2015-07-31,-1.4366044080706086,-1.3203538015453198,-1.8159838840020504,-1.1734755386644564,0.0067596307370569,0.1645707897816685,0.1038910021435054
2015-08-31,-1.4401460539833664,-1.348787365293568,-1.7503608457676927,-1.221289950888838,0.0067097180400756,0.1657420901179742,0.1029249823395471
2015-09-30,-1.3380300199511381,-1.2801719982055968,-1.6141109117306538,-1.119807149917164,0.006786765107631,0.1688074448055504,0.1045615724922049
2015-10-30,-1.2261338662225694,-1.1810168774034298,-1.492653052689706,-1.0047316685745722,0.006905485963098,0.1715796692000714,0.106458230321985
2015-11-30,-1.124535665691328,-1.1333820894927085,-1.2598692187974698,-0.9803556887838052,0.0069583905106743,0.177321202248066,0.1067919478826723
2015-12-31,-1.100349449863194,-1.155683159097135,-1.249637686728403,-0.895727503764044,0.0069202291105768,0.1773674109712599,0.1081816465745848
2016-01-29,-0.9843251824502911,-1.0288686779291418,-1.162422312232474,-0.7616845571892578,0.0070777933641976,0.1794245198358628,0.1104433439476716
2016-02-29,-1.1544776674236614,-1.1736548928628985,-1.3714621607281423,-0.9183159486799433,0.0068802230239394,0.1737832615009755,0.1076644112335859
2016-03-31,-1.1402072851315006,-1.1487525575134856,-1.2903306548126958,-0.9815386430683205,0.0069036393322147,0.1756446798876883,0.1064878635542164
2016-04-29,-1.3061936166038892,-1.357100447837242,-1.4630934413763768,-1.0983869605980487,0.0066194490327161,0.1708765502241947,0.1043646597254066
2016-05-31,-1.1829071106002171,-1.2314998166677185,-1.3116154981048007,-1.005606017028132,0.0067729400775639,0.1745624219026485,0.1058766942233706
2016-06-30,-1.2022922796097806,-1.2274945637299297,-1.3977354839659144,-0.9816467911334977,0.0067679133153158,0.172053736752157,0.106205588873406
2016-07-29,-1.1381653981100472,-1.189752800599343,-1.2404842406666652,-0.9842591530641331,0.0068077429782904,0.1759361149304961,0.1060758528086307
2016-08-31,-1.1270076084686893,-1.1697233970635794,-1.2302219899938143,-0.9810774383486743,0.006824814133534,0.1759999374697353,0.1060470842330906
2016-09-30,-1.0671119443860755,-1.0802653868858696,-1.1657352795437599,-0.9553351667285975,0.0069343743638896,0.1775017703087964,0.1064123088572088
2016-10-31,-0.9888363520806603,-1.0162463767387016,-1.0637167861815238,-0.8865458933217562,0.0070115677258802,0.1800173911002311,0.1075310566435082
2016-11-30,-1.1662786454850769,-1.1817682594361647,-1.2921230640413999,-1.0249446129776658,0.0067852545840045,0.1738280656846682,0.1050546584726789
2016-12-30,-1.0560594833620491,-1.0913902544680254,-1.1443554132147993,-0.9324327824033228,0.0068961402136996,0.1775225914566525,0.1065759197180317
2017-01-31,-1.0405239586595605,-1.0725930698642476,-1.110483709910435,-0.9384950962039986,0.0069133784629243,0.1782496156966439,0.1063966905262725
2017-02-28,-0.9653069230868697,-0.9684445743003812,-1.0614309229739103,-0.8660452719863176,0.0070441946642455,0.1793898960771769,0.1075816247501182
2017-03-31,-0.88522336789935,-0.8758734143785298,-0.9385482795208452,-0.8412484097986749,0.0071608686781298,0.182497454518982,0.1079486561054587
2017-04-28,-0.8496456521558966,-0.8454293461844914,-0.8829666928267476,-0.8205409174564509,0.0071962414087333,0.1838539773557083,0.1082479891423693
2017-05-31,-0.7317837464990236,-0.7295482970102238,-0.7249229956112595,-0.7408799468755873,0.0073447665192365,0.1879224833292086,0.1095706913288444
2017-06-30,-0.8392690030274764,-0.8716729600525448,-0.8181861639332378,-0.8279478850966465,0.0071536789711961,0.1853978713235385,0.1080174176730528
2017-07-31,-0.770368697115961,-0.7889385704050668,-0.74067907358419,-0.7814884473586262,0.0072580601658791,0.1873520105054371,0.1087635844658058
2017-08-31,-0.5583627831625367,-0.513527582146983,-0.5658275377325238,-0.5957332296081032,0.0076164888765693,0.1918703486950868,0.1119169368603071
2017-09-29,-0.7479034223771194,-0.7618039568846013,-0.7619537178177522,-0.7199525924290046,0.0072884242709696,0.1866848001411929,0.109745457899921
