date,n_subset_nominal,n_subset_included,n_excluded_insufficient_history,shrinkage_intensity,n_eff_risk,risk_entropy,n_negative_contributions,risk_share_top5,risk_share_top7,risk_share_top10
2008-08-29,100,99,1,0.12448727257581718,53.777910369300976,0.06860160937336945,0,0.16573804618863883,0.19903531562808813,0.27557579115294406
2008-09-30,100,99,1,0.3498442288127274,46.80344411386197,0.08253200113227044,0,0.1623844452848479,0.19290016900206353,0.28520743982851565
2008-10-31,100,99,1,0.5877729581182736,49.009531340073224,0.07517949755801068,0,0.18231158926564042,0.2397520433541352,0.33426372914081454
2008-11-28,100,98,2,0.480344194699926,45.20190228962831,0.08160299229910772,0,0.20167405320004406,0.2503293361930786,0.33485538192937636
2008-12-31,100,98,2,0.4490917839956983,45.9155833062026,0.07996973414558683,0,0.19431561514570192,0.24819583287899463,0.31438538886491
2009-01-30,100,99,1,0.3979510166151044,46.75974531048661,0.07619817812411478,0,0.1928767394156465,0.2403862665191825,0.31970493327022403
2009-02-27,100,99,1,0.3618294567269545,47.14232192748091,0.0766211750521123,0,0.18759121987129826,0.2508610364222154,0.3111410995594049
2009-03-31,100,99,1,0.35141716637260395,49.24454054432043,0.07611528096897713,0,0.18328355520535453,0.22236993430307983,0.2906980323728507
2009-04-30,100,100,0,0.3236096874089847,51.76902412162257,0.07174832956868826,0,0.16274060585139005,0.20861436255932758,0.3032664578445339
2009-05-29,100,100,0,0.3100079706882748,50.53230889923962,0.07438557260394763,0,0.15211615663501618,0.18751849872270598,0.2922052067720413
2009-06-30,100,100,0,0.28766856824410053,50.07171701350264,0.07485405336458262,0,0.14564321896709426,0.1938738143534009,0.28149985401104005
2009-07-31,100,100,0,0.3295719315643764,49.700899947554554,0.07673985300328634,0,0.13882211455275972,0.17928647676964926,0.2746406628418071
2009-08-31,100,100,0,0.3599887877604179,48.2659766741699,0.07821482073005959,0,0.1312498030765167,0.19923161745888873,0.2708381544967002
2009-09-30,100,100,0,0.33476664147882906,48.486354497231126,0.08022083507858957,0,0.1559390729967725,0.18872993946137018,0.2851899879592177
2009-10-30,100,99,1,0.24883336827240424,45.06294400089006,0.0889949599191483,0,0.13795390964306534,0.17335397706541855,0.2637113500985289
2009-11-30,100,99,1,0.21970627599104708,43.173651638823486,0.09230037192136331,0,0.12100997119400649,0.18869399509288876,0.26181558901475216
2009-12-31,100,100,0,0.19508875327369907,43.32174473708545,0.09251791687202826,0,0.11707229403321483,0.16101007529247627,0.25353944023500263
2010-01-29,100,99,1,0.24017473481951063,43.990899496971686,0.08834628871852734,0,0.11573854762376315,0.17897167901260896,0.24808726232968706
2010-02-26,100,98,2,0.24780426515598414,41.46017189950938,0.0928925846707842,0,0.114504901231933,0.16366401223268906,0.24873888714749315
2010-03-31,100,98,2,0.18585082043623005,44.00636059826421,0.0875834863831585,0,0.11505007989639662,0.16359109433993677,0.2977678424235191
2010-04-30,100,98,2,0.2074549622345826,49.08261335684568,0.07767409943796355,0,0.14780282502501485,0.17440382076134592,0.28693054524157086
2010-05-28,100,98,2,0.21117550236538532,54.47585736282115,0.06571918504103891,0,0.1560972456212437,0.21543367267566793,0.3008289848680474
2010-06-30,100,97,3,0.21338446451499823,54.00076410391707,0.06682006868618018,0,0.1427597968106848,0.19170717069691223,0.2878905488037016
2010-07-30,100,98,2,0.2227578719286138,55.07391496192207,0.066183130529755,0,0.1384315501069794,0.1689582889594232,0.2565658586118658
2010-08-31,100,98,2,0.23080357063707135,58.00552891247105,0.05909938085205191,0,0.1395323602270414,0.20683899622545818,0.25503971490224103
2010-09-30,100,98,2,0.23870542287370886,58.167591674719176,0.059166790572555694,0,0.13832080872216035,0.16687764916077485,0.24346802982985435
2010-10-29,100,98,2,0.26270921532776087,58.310749948048645,0.05877633073307553,0,0.16194752538307655,0.19102647597884445,0.2470043586487958
2010-11-30,100,98,2,0.273718140876374,58.318368682502985,0.05808112146114153,0,0.14423041814485626,0.17689295330204566,0.24483295807289668
2010-12-31,100,99,1,0.25040311770596163,57.98983688673805,0.059992743103409074,0,0.145556092219058,0.19049422989253356,0.24101964407853244
2011-01-31,100,99,1,0.2457502847936496,57.098572533201974,0.061515521941952866,0,0.1625563410013829,0.2067054472830712,0.24234227551796733
2011-02-28,100,100,0,0.27748389310421484,58.13566122636105,0.059756691275578144,0,0.16740177145206758,0.20291251333037646,0.2780597444638272
2011-03-31,100,100,0,0.2735856220330934,59.13281669894864,0.05726603987825807,0,0.17278927045598863,0.20301904427685413,0.27625277692416245
2011-04-29,100,100,0,0.29722471772383435,60.27705671485105,0.054678332764703574,0,0.1739012705931869,0.22295202487837187,0.25993002905886914
2011-05-31,100,100,0,0.3051937784260872,61.13277815859491,0.05279447428696438,0,0.17110059408720388,0.20358716506289726,0.2546578168946257
2011-06-30,100,100,0,0.2800210488864119,60.80998279126941,0.05363172194519761,0,0.1720140571014639,0.20488647129669532,0.24522912765210983
2011-07-29,100,100,0,0.2540866832446322,58.084816647628465,0.05810914298473613,0,0.1764456295421807,0.22081146041615216,0.2562081680867936
2011-08-31,100,99,1,0.5632144423574408,58.97774213012007,0.055643382750862225,0,0.17394461188348803,0.21465156982028555,0.2569415835653635
2011-09-30,100,99,1,0.40085023610360626,57.0255027181602,0.05894469658205326,0,0.18402007073608978,0.21434564201941927,0.2722238111455352
2011-10-31,100,99,1,0.32872532419368317,57.3316595851165,0.061198093123915887,0,0.17559809783309083,0.20109609897927477,0.2590718281746801
2011-11-30,100,98,2,0.300556870158452,58.84929202813289,0.05618029954027948,0,0.17278232196330232,0.20219830327735813,0.2566207106053536
2011-12-30,100,99,1,0.2910180701192682,57.74638984717331,0.058497862197082195,0,0.17686813907196186,0.20392012101521428,0.2643706503582819
2012-01-31,100,99,1,0.28224923041226957,57.66207906176476,0.05960024993267288,0,0.17544463405447844,0.21889441761447148,0.2584133598530087
2012-02-29,100,99,1,0.27227350569246245,55.9341426743274,0.06237274894269751,0,0.16616091853688428,0.2233436526494521,0.2622791005561229
2012-03-30,100,99,1,0.2831321250798812,55.28462065172565,0.06253961354651927,0,0.17880213471519305,0.2199206379265401,0.2567211152523138
2012-04-30,100,99,1,0.28133219855129643,55.71726415304956,0.06030622599795199,0,0.1810672740423101,0.22179333624250372,0.2774898757607742
2012-05-31,100,99,1,0.28178729036216627,54.24013333989105,0.06235073408763259,0,0.18642880395251993,0.23129472750934116,0.29243248397130583
2012-06-29,100,99,1,0.2864219085905279,53.641980788334784,0.06495850599826991,0,0.1754004905434929,0.2220276960803346,0.2731702563092268
2012-07-31,100,100,0,0.28182123432940187,53.84901305621099,0.06502630872947146,0,0.1755301999282226,0.22222616019096655,0.2966159673352553
2012-08-31,100,100,0,0.18759323162044111,52.383996197742206,0.068621613600781,0,0.1751093507182076,0.22037952444968215,0.27463872094636144
2012-09-28,100,100,0,0.18535810565001382,50.60874866706478,0.07159270532708661,0,0.1768018111851594,0.23738972959805282,0.27511178086623955
2012-10-31,100,100,0,0.22390102019147204,51.555566047228474,0.06883006970212002,0,0.18762446719200956,0.23726726254525707,0.2826358690465263
2012-11-30,100,99,1,0.22935252088796265,48.885034027031836,0.07095817884381328,0,0.19557350264694928,0.24408263006947012,0.28273058447248484
2012-12-31,100,99,1,0.24364048782938283,47.884217952511015,0.07296714105870206,0,0.19621799707709517,0.24371988590269103,0.2808990338966842
2013-01-31,100,98,2,0.2453912594443968,52.34820902456616,0.06569517949259607,0,0.18311219111621319,0.23158945485273208,0.28014445774504837
2013-02-28,100,97,3,0.24958453486579454,53.08782176411462,0.0638887700330516,0,0.18025244902231724,0.22843106735366156,0.27830015209851766
2013-03-28,100,97,3,0.25226460212261925,54.82460898998849,0.06020882135757544,0,0.17561616177599218,0.2246749197181472,0.2754124027811455
2013-04-30,100,96,4,0.2719481850934752,55.46714752151944,0.05830069758616463,0,0.17293474481591012,0.21940583376568515,0.2726352886422926
2013-05-31,100,99,1,0.27555651341210907,57.43662942371142,0.058732108649742876,0,0.1557086335723574,0.20657680240336543,0.2679010718867018
2013-06-28,100,98,2,0.26415365821541864,61.194244040730155,0.05118775089166161,0,0.15893649211040278,0.19779728601250762,0.2675444374705958
2013-07-31,100,97,3,0.27026699330956644,59.386899756245505,0.05207037647973112,0,0.15245888842567543,0.2032759348284286,0.27020905611263313
2013-08-30,100,97,3,0.254022903699947,57.87635999912571,0.05283361565767852,0,0.16018758861815566,0.20993955631427477,0.275183213442767
2013-09-30,100,98,2,0.27095554548723366,60.92108054763861,0.0489195206613503,0,0.15296313452786475,0.2033520744206175,0.26577469010557253
2013-10-31,100,98,2,0.2414057705252439,61.36711743066214,0.04847626113432513,0,0.16277629589855175,0.20726865145701762,0.26696129543820046
2013-11-29,100,98,2,0.24139795524955346,62.12433895856345,0.04763292137254138,0,0.17127435972108443,0.2041523570487625,0.26223931554731544
2013-12-31,100,98,2,0.23465459650797502,64.11730410485136,0.045476141186301056,0,0.16636864960168937,0.19849529355898515,0.2563356606701666
2014-01-31,100,98,2,0.2305406842427934,66.07321669211193,0.04280401875216966,0,0.1589968570958118,0.19194026942535125,0.24808028194021894
2014-02-28,100,98,2,0.24538535442392584,66.80230103489322,0.041774743273007675,0,0.1576105485540885,0.19211469959163532,0.24707010435944296
2014-03-31,100,98,2,0.2482738955254124,66.47698061921595,0.04232160636196336,0,0.15544943308244186,0.20467229202208193,0.26124594904227677
2014-04-30,100,98,2,0.24517708156953363,67.3273144482086,0.04099668100642939,0,0.14513105728707804,0.19624089360502028,0.25371765155642134
2014-05-30,100,97,3,0.2720400408691453,66.46960737849598,0.04049588447319041,0,0.15712576367487474,0.19724873504144055,0.2516104138454147
2014-06-30,100,98,2,0.29016072326112624,65.87754710603416,0.04204323372017471,0,0.15862198380238074,0.19770156805883518,0.25055793833799633
2014-07-31,100,98,2,0.28563949562425067,64.58931752222342,0.044045611453115585,0,0.1613232585101484,0.20245578435356673,0.251463575799766
2014-08-29,100,98,2,0.30606268875586456,64.182851186756,0.04468335785118138,0,0.1595444997241727,0.20065632674846554,0.2487875503398247
2014-09-30,100,98,2,0.31585918153293674,64.1011736935105,0.044757702155864054,0,0.16115300111068517,0.19757199572973896,0.24900393914029714
2014-10-31,100,98,2,0.29656052058660715,62.98516373692232,0.045799123211266335,0,0.16887935507904406,0.203857730649149,0.2558131271105936
2014-11-28,100,98,2,0.286959314480865,62.410258959413156,0.04580823409482915,0,0.16908331211114766,0.20661222292617334,0.255666281377239
2014-12-31,100,99,1,0.2896204525472125,63.0589451792114,0.04627395402147794,0,0.16390192429070227,0.1994229955836586,0.2494721166811387
2015-01-30,100,99,1,0.27011242706146305,60.65054350093898,0.04800210934724014,0,0.173259313961951,0.208287791547254,0.2578358477135365
2015-02-27,100,99,1,0.25683290585430607,58.51331050878707,0.05146834733696071,0,0.16948444558963882,0.2118630342204365,0.2634483769131193
2015-03-31,100,98,2,0.26287895769897124,58.96699343133253,0.04846087555595402,0,0.1748760167300867,0.20910053609148407,0.2585140626877485
